SeqCluster,Prot_AC,score,RecName
CK_00034111,P76549,0.995299994945526,Uncharacterized protein YffR;
CK_00034337,Q110L9,0.9954000115394592,NAD(P)H-quinone oxidoreductase subunit M 
CK_00034992,Q9KPT7,0.9969000220298768,Sigma factor-binding protein Crl 
CK_00037472,Q3M644,0.9972000122070312,Nitrogenase-stabilizing/protective protein NifW 1 
CK_00042782,Q2SMB8,0.9957000017166138,Probable Fe(2+)-trafficking protein 
CK_00043084,P42298,0.995299994945526,Uncharacterized protein YxiF;
CK_00050235,A2C1G5,0.9962000250816344,Photosystem II reaction center Psb28 protein 
CK_00056463,P72979,0.995199978351593,Uncharacterized HTH-type transcriptional regulator sll1512;
CK_00000397,Q55244,0.9961000084877014,Ferric uptake regulation protein;
CK_00000509,Q3AW66,1.0,Small ribosomal subunit protein uS9 
CK_00000522,Q3AMP3,1.0,Small ribosomal subunit protein uS8 
CK_00002293,P0A1U4,0.9962999820709229,Uncharacterized protein YjaG;
CK_00004830,A0QRY0,0.9346365640749354,Toxin Doc;
CK_00004967,P9WF92,0.9966999888420104,Ribonuclease VapC19 
CK_00004985,P71623,0.9959999918937684,Ribonuclease VapC22 
CK_00007179,Q52562,0.9958000183105468,Plasmid stability protein StbB;
CK_00037281,Q9NEX2,0.9965999722480774,Transcription initiation factor IIA subunit 2;
CK_00041179,Q8YSC1,0.9958999752998352,Probable small ribosomal subunit protein cS23 
CK_00049774,P55124,0.9959999918937684,Leukotoxin-activating lysine-acyltransferase LktC;
CK_00052646,P55551,0.9950000047683716,Uncharacterized protein y4lK;
CK_00053179,Q57866,0.8255365883476067,Uncharacterized ATP-binding protein MJ0423;
CK_00056234,Q8K459,0.8414150824341107,Peroxisomal testis-specific protein 1;
CK_00000199,B2V6W9,0.9951000213623048,6-carboxyhexanoate--CoA ligase 
CK_00000916,O29734,0.9961000084877014,Uncharacterized protein AF_0516;
CK_00003063,Q0BDM3,0.9950000047683716,Probable Fe(2+)-trafficking protein 
CK_00003515,Q9RMV2,0.9957000017166138,Uncharacterized protein pXO2-83/BXB0113/GBAA_pXO2_0113;
CK_00003647,O32004,0.9969000220298768,SPbeta prophage-derived uncharacterized protein YokC;
CK_00005040,P9WF88,0.9961000084877014,Ribonuclease VapC23 
CK_00033784,P17122,0.996399998664856,Sporulation-specific protein 16;
CK_00034733,Q8K459,0.8410401757124326,Peroxisomal testis-specific protein 1;
CK_00043573,B3BM81,0.9951000213623048,Immunity protein CdiI-o11;
CK_00044286,Q9CK61,0.9951000213623048,Uncharacterized protein PM1773;
CK_00046282,B5EPX1,0.9958999752998352,Probable Fe(2+)-trafficking protein 
CK_00047062,Q57966,0.8357397095148755,Uncharacterized protein MJ0546;
CK_00052056,P00465,0.9965000152587892,Nitrogenase molybdenum-iron protein alpha chain;
CK_00055953,Q8K459,0.8445521477843094,Peroxisomal testis-specific protein 1;
CK_00056115,Q2RNI5,0.9959999918937684,N(2)-fixation sustaining protein CowN;
CK_00000301,P59932,0.9966999888420104,Single-stranded DNA-binding protein 
CK_00001127,Q7VA53,1.0,NADPH-dependent 7-cyano-7-deazaguanine reductase 
CK_00041421,O31511,0.995199978351593,Uncharacterized protein YesE;
CK_00043700,P23012,0.9951000213623048,Ribulose bisphosphate carboxylase small subunit 
CK_00049615,Q10317,0.9962000250816344,Mediator of RNA polymerase II transcription subunit 20;
CK_00055291,Q3M6B5,0.9958000183105468,Probable small ribosomal subunit protein cS23 
CK_00001108,Q3AHM1,1.0,ATP synthase epsilon chain 
CK_00042805,Q9D7H4,0.9958999752998352,Arginine vasopressin-induced protein 1;
CK_00048368,P39586,0.995299994945526,Uncharacterized protein YwbC;
CK_00049957,Q5RAQ7,0.9951000213623048,Anaphase-promoting complex subunit CDC26;
CK_00000304,P74415,0.9950000047683716,tRNA threonylcarbamoyladenosine biosynthesis protein TsaE;
CK_00002761,P42793,0.9969000220298768,Large ribosomal subunit protein uL5m 
CK_00003439,P0A3M8,0.9950000047683716,Lactococcin-A immunity protein;
CK_00008581,P76001,0.9962999820709229,Uncharacterized protein YcgJ;
CK_00011865,Q9JWD6,0.9977999925613404,Type II nicking enzyme V.NmeAIP 
CK_00038642,Q57122,0.9951000213623048,Ribonuclease VapC1 
CK_00045429,Q8YPT9,0.9968000054359436,Ycf91-like protein;
CK_00055449,P73690,0.9951000213623048,Ycf51-like protein;
CK_00056320,Q757D4,0.9965000152587892,Biogenesis of lysosome-related organelles complex 1 subunit BLS1;
CK_00000720,A5GMJ1,0.9998000264167786,Small ribosomal subunit protein bS16 
CK_00001271,A3PCS1,1.0,Ribosomal RNA large subunit methyltransferase H 
CK_00001413,P60012,0.9957000017166138,Cell division protein ZapD 
CK_00001910,B3PNT4,0.9965999722480774,UPF0262 protein RHECIAT_CH0000657 
CK_00004944,P9WFA0,0.9962999820709229,Ribonuclease VapC13 
CK_00038732,P0A3J8,0.9958999752998352,Uncharacterized protein 7;
CK_00041646,P81314,0.9961000084877014,Uncharacterized protein MJ0796.1;
CK_00043773,Q48UX3,0.9959999918937684,UPF0346 protein M28_Spy0369 
CK_00049499,P13111,0.9961000084877014,Mercuric resistance operon regulatory protein;
CK_00005806,B3EWW7,0.8293501972974013,Cupiennin-6c 
CK_00036044,Q12351,0.995199978351593,Uncharacterized protein YOR012W;
CK_00042490,P76001,0.9951000213623048,Uncharacterized protein YcgJ;
CK_00042895,Q8K459,0.8208493297087571,Peroxisomal testis-specific protein 1;
CK_00044115,P9WF96,0.9968000054359436,Ribonuclease VapC15 
CK_00044294,B3LW62,0.9962999820709229,Kinetochore protein Spc25 
CK_00048972,P46006,0.9951000213623048,Protein AggB;
CK_00001472,A2CA48,0.9968000054359436,UPF0102 protein P9303_16141 
CK_00002085,P0AB13,0.9975000023841858,Inner membrane protein YccF;
CK_00041603,P53182,0.92502918853981,Putative uncharacterized protein YGL041C;
CK_00042938,P9WMS8,0.8458209525447558,Arabinogalactan biosynthesis recruiting protein MT3897;
CK_00045368,Q52772,0.9955999851226808,Protein KleF;
CK_00045876,O28865,0.996399998664856,Uncharacterized protein AF_1407;
CK_00049850,A0A1S4NYE4,0.9966999888420104,Immunity protein CdiI;
CK_00000209,P72731,0.9969000220298768,Uncharacterized protein slr1417;
CK_00000426,Q3AGS9,1.0,Large ribosomal subunit protein uL11 
CK_00000527,A5GIT8,0.9993000030517578,Large ribosomal subunit protein uL16 
CK_00000647,P73145,0.9965999722480774,Thylakoid-associated single-stranded DNA-binding protein slr1034;
CK_00005144,A0QRY0,0.9157445971349708,Toxin Doc;
CK_00033361,P38437,0.872571148574238,Uncharacterized protein in miaA 5'region;
CK_00044536,P76549,0.9950000047683716,Uncharacterized protein YffR;
CK_00050411,Q02190,0.9955000281333924,Phycoerythrobilin:ferredoxin oxidoreductase;
CK_00051681,Q8GED8,0.9951000213623048,Protein AlbB;
CK_00054903,Q8K459,0.9196725909184452,Peroxisomal testis-specific protein 1;
CK_00056036,P26943,0.995299994945526,Uncharacterized 16.3 kDa protein in trpG 5'region;
CK_00000929,Q6FV72,0.9968000054359436,EKC/KEOPS complex subunit CGI121;
CK_00001869,Q1LS79,0.9959999918937684,UPF0225 protein Rmet_0111 
CK_00005141,P23012,0.9959999918937684,Ribulose bisphosphate carboxylase small subunit 
CK_00006722,O74984,0.9955999851226808,Heat shock protein homolog C338.06c;
CK_00042757,A1ANL2,0.9954000115394592,N(2)-fixation sustaining protein CowN 
CK_00053238,P13660,0.8201015175669291,Mobilization protein MbeD;
CK_00001178,O05544,0.996399998664856,"Alcohol dehydrogenase', ' 15 kDa subunit "
CK_00001724,Q83SG7,0.9957000017166138,Putative acyl carrier protein phosphodiesterase;
CK_00001758,Q02186,0.995199978351593,Uncharacterized 16.1 kDa protein in cpeY 3'region;
CK_00006855,Q55433,0.9962000250816344,Putative HTH-type transcriptional regulator slr0846;
CK_00042323,A0Q150,0.9958000183105468,UPF0297 protein NT01CX_2279 
CK_00049728,O31914,0.996399998664856,SPbeta prophage-derived uncharacterized protein YoqY;
CK_00049947,A8FFM8,0.9959999918937684,UPF0297 protein BPUM_2379 
CK_00052565,P13660,0.8440044998298077,Mobilization protein MbeD;
CK_00052708,Q8K459,0.8435044739408681,Peroxisomal testis-specific protein 1;
CK_00055902,Q9NEX2,0.9962999820709229,Transcription initiation factor IIA subunit 2;
CK_00055906,P42301,0.9966999888420104,Uncharacterized protein YxiI;
CK_00002440,P9WF59,0.997099995613098,Ribonuclease VapC41 
CK_00007271,Q52562,0.997099995613098,Plasmid stability protein StbB;
CK_00040696,A8G797,0.9957000017166138,Phycoerythrobilin:ferredoxin oxidoreductase;
CK_00041351,Q6RH25,0.9954000115394592,Small ribosomal subunit protein uS7c 
CK_00047486,Q8K459,0.8441630285341262,Peroxisomal testis-specific protein 1;
CK_00056343,Q9CLW6,0.9959999918937684,Uncharacterized protein PM1083;
CK_00004479,Q9LMC2,0.9965999722480774,UPF0725 protein At1g19060;
CK_00049280,P50030,0.996399998664856,Allophycocyanin alpha chain;
CK_00050316,Q9ZAG3,0.9958999752998352,"Limonene-1', '2-epoxide hydrolase;"
CK_00050374,Q2J4G6,0.9950000047683716,Nitrogenase-stabilizing/protective protein NifW 
CK_00054930,P43388,0.995199978351593,Uncharacterized protein in dcmA 3'region;
CK_00055653,P29939,0.9959999918937684,Uncharacterized transporter in cobO 3'region;
CK_00057271,Q979C2,0.9961000084877014,FAD synthase 
CK_00000569,Q7V2Y6,0.9987999796867372,Transcriptional repressor NrdR 
CK_00000822,P29820,0.9980000257492064,Peptidyl-prolyl cis-trans isomerase;
CK_00001768,Q9PR82,0.9955999851226808,Uncharacterized protein UU063;
CK_00039372,Q8K459,0.9009500408808612,Peroxisomal testis-specific protein 1;
CK_00045656,Q46IM1,0.9957000017166138,Phycoerythrobilin:ferredoxin oxidoreductase 
CK_00000935,P48327,0.9957000017166138,Uncharacterized protein ycf51;
CK_00001762,E1ST41,0.9957000017166138,Cell division protein ZapC 
CK_00004942,P9WF88,0.9950000047683716,Ribonuclease VapC23 
CK_00007286,Q9PFB3,0.9972000122070312,Probable transporter XF_0765 
CK_00044577,B7N3G6,0.995299994945526,3-aminoacrylate deaminase RutC 
CK_00053935,P9WF59,0.9968000054359436,Ribonuclease VapC41 
CK_00055870,P23205,0.9955999851226808,Uncharacterized protein PA2024;
CK_00004811,Q55026,0.9958000183105468,Protein SrpB;
CK_00005421,Q66WT5,0.995199978351593,"Magnesium dechelatase SGR2', ' chloroplastic "
CK_00040517,P76546,0.9950000047683716,Uncharacterized protein YffO;
CK_00044095,B7LM37,0.9962000250816344,UPF0208 membrane protein YfbV 
CK_00050310,P59766,0.9976000189781188,Hexachlorocyclohexane dehydrochlorinase 1 
CK_00052019,Q6FTK3,0.9950000047683716,Pre-mRNA-splicing factor SNT309;
CK_00000584,Q7V8X7,0.9998000264167786,3-dehydroquinate dehydratase 
CK_00000864,H9T8I0,0.995299994945526,Immunity protein CdiI;
CK_00004946,P9WF53,0.9962999820709229,Ribonuclease VapC44 
CK_00007285,Q9PFB2,0.9961000084877014,Probable transporter XF_0766 
CK_00008024,P55979,0.9951000213623048,Putative peroxiredoxin bcp;
CK_00033660,Q3AVZ5,0.998199999332428,"1', '4-dihydroxy-2-naphthoyl-CoA hydrolase "
CK_00035241,Q2N7Q6,0.9961000084877014,UPF0262 protein ELI_10965 
CK_00037470,Q7T3D0,0.9958000183105468,Tumor necrosis factor alpha-induced protein 8-like protein 3;
CK_00040681,P76111,0.9950000047683716,Inner membrane protein YdcZ;
CK_00041332,P26834,0.9954000115394592,Uncharacterized protein CPE0190;
CK_00042467,Q46083,0.9968000054359436,Nitrogenase iron-iron protein delta chain;
CK_00056161,Q2JWI9,0.9965000152587892,Chromophore lyase CpcT/CpeT 1 
CK_00000135,A5GIS8,0.9998999834060668,Large ribosomal subunit protein uL15 
CK_00000510,Q3AW67,0.9998000264167786,Large ribosomal subunit protein uL13 
CK_00001694,P77206,0.995299994945526,UPF0380 protein YafZ;
CK_00037447,P77365,0.9950000047683716,Lipoprotein YafY;
CK_00042397,Q6GIM9,0.9959999918937684,Putative acetyltransferase SAR0816;
CK_00043222,Q9CNC7,0.9957000017166138,UPF0275 protein PM0505;
CK_00047310,P55695,0.9958999752998352,UPF0460 protein y4xD;
CK_00049724,O32004,0.9976999759674072,SPbeta prophage-derived uncharacterized protein YokC;
CK_00000407,A3PFG1,1.0,Large ribosomal subunit protein bL9 
CK_00000956,Q55244,0.9955999851226808,Ferric uptake regulation protein;
CK_00003690,P26165,0.995199978351593,2-vinyl bacteriochlorophyllide hydratase;
CK_00036948,Q97QY9,0.8149983168036172,Uncharacterized protein SP_1053;
CK_00043916,Q49127,0.9957000017166138,Methylamine utilization protein MauJ;
CK_00045515,P00315,0.995299994945526,Allophycocyanin alpha chain;
CK_00048510,Q03ER9,0.996399998664856,UPF0297 protein PEPE_1262 
CK_00056026,Q9UUH1,0.9961000084877014,Vacuolar protein sorting-associated protein 55;
CK_00056296,Q8VMM5,0.9959999918937684,Regulatory protein RecX;
CK_00000416,Q7V3M8,0.998199999332428,Nucleoside diphosphate kinase 
CK_00001081,A3PEH0,0.9994999766349792,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ 
CK_00001362,Q7U3I7,0.9987999796867372,Urease accessory protein UreE 
CK_00001537,A7Z380,0.8150559619124316,UPF0344 protein RBAM_010920 
CK_00041614,Q4L513,0.9955000281333924,UPF0738 protein SH1953 
CK_00046810,P35675,0.8598485366680144,Uncharacterized protein in galE 3'region;
CK_00049772,O96614,0.915152953353644,Sericin-1;
CK_00050456,A0A0C5XL88,0.9980999827384948,Prs ADP-ribosylating toxin 
CK_00051686,Q9CNC7,0.9958000183105468,UPF0275 protein PM0505;
CK_00000442,Q55143,0.9969000220298768,Diacylglycerol kinase 
CK_00000535,Q7U4K1,1.0,NAD(P)H-quinone oxidoreductase subunit N 
CK_00001120,Q7VA60,1.0,ATP synthase subunit b' 
CK_00008521,P44171,0.996999979019165,Uncharacterized protein HI_1386;
CK_00039069,P37843,0.9969000220298768,Light-independent protochlorophyllide reductase subunit B;
CK_00044988,H9G301,0.9950000047683716,Coiled-coil domain-containing protein mdt-28 
CK_00051867,Q2YC32,0.9966999888420104,Probable Fe(2+)-trafficking protein 
CK_00053060,P68657,0.9958999752998352,Lambda prophage-derived protein ea10;
CK_00035025,C5E3I1,0.9955999851226808,Nucleolar protein SWM2;
CK_00045335,Q89V02,0.9962000250816344,UPF0262 protein blr1257 
CK_00047246,P73517,0.842110840747786,Thylakoid membrane protein ssr2422;
CK_00048288,Q9X5C7,0.9957000017166138,Exotoxin type G;
CK_00052684,P39283,0.995299994945526,Uncharacterized protein YjeN;
CK_00000038,Q83CY8,0.9965999722480774,Putative peroxiredoxin bcp;
CK_00001010,Q7VBE8,1.0,Crossover junction endodeoxyribonuclease RuvC 
CK_00007996,O68966,0.9980999827384948,Allophycocyanin subunit alpha-B;
CK_00042861,Q4L513,0.9961000084877014,UPF0738 protein SH1953 
CK_00000496,A5GIP2,1.0,Small ribosomal subunit protein uS7 
CK_00034668,Q8DF92,0.9965999722480774,Sigma factor-binding protein Crl 
CK_00037099,D2KKB4,0.995199978351593,Cytotoxic L-amino-acid oxidase 
CK_00045025,Q9CND9,0.9955000281333924,UPF0275 protein PM0493;
CK_00053430,P0AEV8,0.996399998664856,Formate hydrogenlyase maturation protein HycH;
CK_00054189,Q0RAW2,0.9955999851226808,Nitrogenase-stabilizing/protective protein NifW 
CK_00056033,A9BAB2,0.9955000281333924,Protein Thf1 
CK_00056368,P27843,0.995199978351593,Inner membrane protein YigG;
CK_00000308,P73824,0.9977999925613404,Hydroperoxy fatty acid reductase Gpx2;
CK_00000565,Q55535,0.9961000084877014,Putative low molecular weight protein-tyrosine-phosphatase slr0328;
CK_00000832,A3PCX3,0.9998000264167786,Phosphopantetheine adenylyltransferase 
CK_00000915,B1WVN5,0.9955999851226808,Pentapeptide repeat protein Rfr32 
CK_00001586,Q3AKB1,0.9969000220298768,Phycocyanobilin:ferredoxin oxidoreductase 
CK_00002988,Q2N7Q6,0.9973000288009644,UPF0262 protein ELI_10965 
CK_00008453,P41187,0.9961000084877014,DNA-directed RNA polymerase subunit beta;
CK_00041960,Q00022,0.9950000047683716,Agaricus bisporus lectin;
CK_00050346,O69717,0.9972000122070312,Putative antitoxin VapB50 
CK_00052711,G7WMP8,0.9955000281333924,Probable methanogenesis regulatory protein FilR2 
CK_00054604,P32685,0.9958999752998352,Uncharacterized protein YjbD;
CK_00000314,Q7V9M7,1.0,"6', '7-dimethyl-8-ribityllumazine synthase "
CK_00001592,P73747,0.995299994945526,Chromophore lyase CpcS/CpeS 1 
CK_00001673,Q3AVP2,0.9987000226974488,Cyclic pyranopterin monophosphate synthase 
CK_00037567,Q9CND9,0.996999979019165,UPF0275 protein PM0493;
CK_00039412,Q8K459,0.8335526232093429,Peroxisomal testis-specific protein 1;
CK_00041948,Q48864,0.9957000017166138,Sakacin-A immunity factor;
CK_00046272,P73747,0.995199978351593,Chromophore lyase CpcS/CpeS 1 
CK_00046809,Q2TH00,0.995199978351593,Inactive cysteine S-methyltransferase OspZ 
CK_00001552,Q0I634,0.9994000196456908,Cyanate hydratase 
CK_00001670,P56421,0.9954000115394592,Molybdopterin adenylyltransferase;
CK_00001671,Q9AC50,0.9950000047683716,Molybdopterin synthase catalytic subunit;
CK_00002412,O59834,0.9973000288009644,Probable cytosine deaminase;
CK_00008355,Q7Z144,0.996399998664856,MMACHC-like protein;
CK_00043615,B5RE71,0.9958999752998352,Probable Fe(2+)-trafficking protein 
CK_00057350,P0AEV8,0.9968000054359436,Formate hydrogenlyase maturation protein HycH;
CK_00000631,Q7VDB0,1.0,Large ribosomal subunit protein bL19 
CK_00000849,P47588,0.9959999918937684,Putative tRNA (cytidine(34)-2'-O)-methyltransferase 
CK_00001242,I6YG32,0.804755249971123,N-alpha-acetyltransferase RimI 
CK_00001846,Q8UFI8,0.9957000017166138,Putative ureidoglycolate lyase;
CK_00038801,P0A3J8,0.996999979019165,Uncharacterized protein 7;
CK_00043218,P52130,0.9962000250816344,Antitoxin RnlB;
CK_00044731,Q8K459,0.8980536836796666,Peroxisomal testis-specific protein 1;
CK_00046935,Q6D8J9,0.995199978351593,Probable Fe(2+)-trafficking protein 
CK_00055489,O32184,0.8618307949802784,Short-chain dehydrogenase/reductase homolog YusR;
CK_00000040,Q12AE4,0.9955999851226808,Peptide methionine sulfoxide reductase MsrB 
CK_00000430,A2C030,0.9998999834060668,Ribonuclease H 
CK_00001341,P83960,0.8106119262073896,Alpha-benincasin;
CK_00008006,P50030,0.9987000226974488,Allophycocyanin alpha chain;
CK_00033963,B1WYT6,0.9962999820709229,Probable small ribosomal subunit protein cS23 
CK_00040016,Q8K459,0.8155828398816212,Peroxisomal testis-specific protein 1;
CK_00042666,P0A1U4,0.9959999918937684,Uncharacterized protein YjaG;
CK_00044379,P55366,0.9950000047683716,Probable toxin TacT 
CK_00056008,Q8K459,0.8175235432884307,Peroxisomal testis-specific protein 1;
CK_00000342,Q06881,0.996999979019165,Biotin carboxyl carrier protein of acetyl-CoA carboxylase;
CK_00000548,Q7V558,0.9965000152587892,S-adenosylmethionine decarboxylase proenzyme 
CK_00008001,P11394,0.9993000030517578,R-phycocyanin-2 subunit alpha;
CK_00008283,,0.9957000017166138,
CK_00034083,P51409,0.9958999752998352,Large ribosomal subunit protein uL5m 
CK_00039976,P04030,0.996399998664856,Uncharacterized protein 6;
CK_00055884,Q58CS6,0.9961000084877014,Intraflagellar transport protein 20 homolog;
CK_00003676,Q8ZKE6,0.995299994945526,Aminoalkylphosphonate N-acetyltransferase 
CK_00045819,Q9CQS9,0.995199978351593,HAUS augmin-like complex subunit 2;
CK_00050324,P53182,0.9297066567564868,Putative uncharacterized protein YGL041C;
CK_00054001,P04252,0.9955000281333924,Bacterial hemoglobin;
CK_00000069,Q08086,0.9994999766349792,C-phycoerythrin class 1 subunit alpha;
CK_00000985,Q3AYS6,1.0,Putative pre-16S rRNA nuclease 
CK_00008008,P80556,0.9968000054359436,Allophycocyanin subunit alpha-B;
CK_00036354,P0AEV8,0.9969000220298768,Formate hydrogenlyase maturation protein HycH;
CK_00052423,P55614,0.8085363349625396,Uncharacterized protein y4pE/y4sA;
CK_00052827,P0C8M4,0.9955000281333924,Maturin;
CK_00000295,A2C564,1.0,SsrA-binding protein 
CK_00000636,Q3ALV6,1.0,UPF0234 protein Syncc9605_0652 
CK_00007994,P27646,0.9995999932289124,C-phycoerythrin class 2 subunit alpha;
CK_00040648,A8G797,0.9959999918937684,Phycoerythrobilin:ferredoxin oxidoreductase;
CK_00000953,Q51893,0.9958000183105468,Uncharacterized N-acetyltransferase ycf52-like;
CK_00001064,Q3AZB4,0.9991999864578248,Ribosome maturation factor RimP 
CK_00001658,Q54751,0.9950000047683716,Uncharacterized protein SYNPCC7002_A2622;
CK_00009019,B8HVI5,0.9983999729156494,"2-C-methyl-D-erythritol 2', '4-cyclodiphosphate synthase "
CK_00039192,P35682,0.9965999722480774,Protein BUD31 homolog 3;
CK_00040647,O32004,0.9961000084877014,SPbeta prophage-derived uncharacterized protein YokC;
CK_00043582,P55508,0.9965000152587892,Uncharacterized protein y4jH;
CK_00044808,Q6FFB3,0.996999979019165,Probable Fe(2+)-trafficking protein 
CK_00055866,P42195,0.995299994945526,HTH-type transcriptional regulator PecS 
CK_00056710,P10031,0.9962999820709229,Protein PsiB;
CK_00057295,Q86J02,0.995299994945526,ER membrane protein complex subunit 5 homolog 
CK_00001160,P74714,0.9968000054359436,Cytochrome b6-f complex iron-sulfur subunit 1 
CK_00001841,B4F181,0.995199978351593,UPF0114 protein PMI3225 
CK_00046379,Q9HKK0,0.9962999820709229,dCTP deaminase 
CK_00049169,A2BW83,0.996399998664856,Phycocyanobilin:ferredoxin oxidoreductase 
CK_00053740,Q46204,0.9957000017166138,Histone H1-like protein HC1;
CK_00001699,P40882,0.9965000152587892,Uncharacterized protein PA3753;
CK_00033366,P84786,0.9966999888420104,Ribosome-inactivating protein charybdin;
CK_00045649,A0A1S4NYE4,0.9958000183105468,Immunity protein CdiI;
CK_00048447,Q93TN0,0.9962999820709229,Phycocyanobilin:ferredoxin oxidoreductase;
CK_00049775,Q9NEX2,0.995299994945526,Transcription initiation factor IIA subunit 2;
CK_00050607,Q9CNC7,0.9959999918937684,UPF0275 protein PM0505;
CK_00053662,Q57FA0,0.996399998664856,UPF0262 protein BruAb1_0279 
CK_00053767,P22822,0.9968000054359436,6-carboxyhexanoate--CoA ligase;
CK_00000081,B1WVN5,0.995199978351593,Pentapeptide repeat protein Rfr32 
CK_00001833,P14070,0.9973000288009644,Flavodoxin;
CK_00007020,P70948,0.8086478266231154,Putative esterase YitV;
CK_00048716,P92562,0.9965000152587892,Uncharacterized mitochondrial protein AtMg01310;
CK_00000452,P46702,0.9983000159263612,N5-carboxyaminoimidazole ribonucleotide mutase 
CK_00006593,P0AET6,0.996399998664856,Protein HdeD;
CK_00040913,Q6LMK7,0.9954000115394592,Probable Fe(2+)-trafficking protein 
CK_00050758,Q9RMV2,0.995299994945526,Uncharacterized protein pXO2-83/BXB0113/GBAA_pXO2_0113;
CK_00001119,A2C6X3,0.9993000030517578,ATP synthase subunit b 
CK_00036040,P0CH58,0.8836794176429272,Meucin-25 
CK_00038437,O66959,0.995299994945526,Uncharacterized protein aq_757;
CK_00046617,Q7MRV3,0.9962999820709229,N(2)-fixation sustaining protein CowN 
CK_00000004,P00316,0.9951000213623048,Allophycocyanin alpha chain;
CK_00000723,O68946,0.9961000084877014,Nitrogenase iron-iron protein delta chain;
CK_00000898,Q7U7A6,0.9983000159263612,Lipoprotein signal peptidase 
CK_00000971,Q31AA3,0.9987999796867372,Adenine phosphoribosyltransferase 
CK_00005207,Q3AKB1,0.995299994945526,Phycocyanobilin:ferredoxin oxidoreductase 
CK_00007370,A8ALJ5,0.9962999820709229,Cell division protein ZapD 
CK_00007999,Q52446,0.9979000091552734,C-phycocyanin-1 beta subunit;
CK_00035054,P0DJY7,0.995299994945526,Exotoxin type A;
CK_00045643,A8GFA1,0.9958999752998352,UPF0263 protein Spro_2690 
CK_00051841,O28865,0.9977999925613404,Uncharacterized protein AF_1407;
CK_00052462,P42401,0.8006289087389469,Uncharacterized protein YckC;
CK_00056277,E0SGL8,0.997099995613098,Immunity protein RhsIC;
CK_00057139,P71169,0.9961000084877014,Flavodoxin;
CK_00000219,Q3AH18,0.9998999834060668,Photosystem I assembly protein Ycf3 
CK_00001800,P44521,0.9957000017166138,Glutathione S-transferase;
CK_00034493,O83453,0.9954000115394592,Chemotaxis protein CheW;
CK_00044274,Q46204,0.995199978351593,Histone H1-like protein HC1;
CK_00055878,P77206,0.9965999722480774,UPF0380 protein YafZ;
CK_00002084,A9L4F3,0.9986000061035156,dCTP deaminase 
CK_00000428,Q7U3T8,1.0,Large ribosomal subunit protein uL10 
CK_00007144,P74615,0.9977999925613404,Protein sll1483;
CK_00034697,Q8K459,0.9073436406072232,Peroxisomal testis-specific protein 1;
CK_00043790,Q03077,0.9955000281333924,Galactose/N-acetyl-D-galactosamine lectin light subunit 1 
CK_00050410,B4EVC4,0.9965000152587892,Cell division protein ZapC 
CK_00057693,Q9D0T7,0.9951000213623048,Gastrokine-3;
CK_00001028,O33113,0.9987000226974488,Acetolactate synthase small subunit;
CK_00001177,O07568,0.9950000047683716,Uncharacterized protein YhjN;
CK_00043709,C4SGN8,0.9957000017166138,Immunity protein CdiI;
CK_00052311,Q5PQ44,0.9957000017166138,Cilia- and flagella-associated protein 299 
CK_00001677,Q9RWM1,0.9957000017166138,Probable molybdenum cofactor guanylyltransferase 
CK_00001853,Q9RU48,0.9957000017166138,Superoxide dismutase [Cu-Zn];
CK_00033189,P0A9A4,0.9965999722480774,Bacterial non-heme ferritin-like protein;
CK_00045378,P52605,0.9958000183105468,Protein KlcB;
CK_00049652,P46039,0.9954000115394592,Nitrogenase-stabilizing/protective protein NifW;
CK_00053418,Q5A2A2,0.9961000084877014,Large ribosomal subunit protein mL67 
CK_00000037,Q7V6G4,0.9962000250816344,Probable carboxysome shell protein CsoS1E 
CK_00000287,A3PF96,0.9997000098228456,Ribosome maturation factor RimM 
CK_00001520,Q3AHP7,0.9997000098228456,Photosystem II extrinsic protein V 
CK_00008005,P27647,0.9987000226974488,C-phycoerythrin class 2 subunit beta;
CK_00008689,Q08021,0.995199978351593,Uncharacterized N-acetyltransferase YjgM;
CK_00050947,P0ACB5,0.9950000047683716,Protoporphyrinogen IX dehydrogenase [quinone] 
CK_00056217,Q3AKB1,0.9961000084877014,Phycocyanobilin:ferredoxin oxidoreductase 
CK_00000521,A5GIT1,0.9998999834060668,Large ribosomal subunit protein uL6 
CK_00000523,Q1BD93,0.9983000159263612,Large ribosomal subunit protein uL5 
CK_00004285,B1X536,0.9950000047683716,Chromophore lyase CpcT/CpeT 
CK_00035044,Q9NEX2,0.9962000250816344,Transcription initiation factor IIA subunit 2;
CK_00037545,O28865,0.9955000281333924,Uncharacterized protein AF_1407;
CK_00041595,Q9CND9,0.9958000183105468,UPF0275 protein PM0493;
CK_00049441,Q0H8X7,0.9954000115394592,Probable intron-encoded DNA endonuclease aI1;
CK_00051759,B7VKR6,0.995199978351593,Probable Fe(2+)-trafficking protein 
CK_00052425,P55616,0.9962999820709229,Uncharacterized protein y4pG/y4sC;
CK_00057562,P55468,0.9958000183105468,"dTDP-4-dehydrorhamnose 3', '5-epimerase "
CK_00002676,Q82TW4,0.998199999332428,Peptide deformylase 1 
CK_00034660,Q02ML9,0.9957000017166138,CRISPR-associated protein Csy1;
CK_00001512,Q7U8G6,0.9987999796867372,Acireductone dioxygenase 
CK_00033246,P55366,0.996399998664856,Probable toxin TacT 
