SeqCluster,ClusterNumber,InterPro_id,Most represented functional category_x
CK_00054200,CK_Cya_NS01_01449,IPR029186, 
CK_00054201,CK_Syn_MEDNS5_02217,IPR007836, 
CK_00054202,CK_Pro_SS2_00279, , 
CK_00054203,CK_Syn_BIOS-U3-1_03054, , 
CK_00054204,CK_Syn_BOUM118_00398,IPR007836, 
CK_00054205,CK_Cya_NS01_01577, , 
CK_00054206,CK_Syn_BIOS-U3-1_03058, , 
CK_00054207,CK_Syn_BIOS-U3-1_01807, , 
CK_00054208,CK_Pro_MIT9313_02750, , 
CK_00054209,CK_Pro_MIT9123_01706, , 
CK_00054210,CK_Syn_BIOS-U3-1_03274, , 
CK_00054212,CK_Syn_BIOS-U3-1_02500,IPR007836, 
CK_00054214,CK_Syn_BIOS-U3-1_03325,IPR023222  IPR008797  IPR054099, 
CK_00054215,CK_Syn_BIOS-U3-1_03284, , 
CK_00054217,CK_Pro_MIT9107_01957, , 
CK_00054219,CK_Pro_MIT0703_00499,IPR049607,IPR020856
CK_00054221,CK_Syn_WH8101_01327,IPR007836, 
CK_00054222,CK_Syn_CC9605_02244,IPR038146  IPR009634, 
CK_00054223,CK_Cya_NS01_02365,IPR013130  IPR022837,IPR002656
CK_00054224,CK_Syn_KORDI-100_29450, , 
CK_00054225,CK_Cya_NS01_02366,IPR002657  IPR004710  IPR038770,IPR002657
CK_00054226,CK_Pro_MIT0702_00165,IPR006983,IPR025704
CK_00054227,CK_Cya_NS01_02391, , 
CK_00054228,CK_Syn_A18-46.1_01795, , 
CK_00054229,CK_Cya_NS01_02392,IPR000392  IPR027417,IPR019302
CK_00054230,CK_Pro_MIT0604_00603,IPR031429,IPR021483
CK_00054232,CK_Syn_A18-25c_00919,IPR002047, 
CK_00054233,CK_Cya_NS01_02370, , 
CK_00054234,CK_Cya_NS01_02403, , 
CK_00054235,CK_Syn_BIOS-U3-1_03329, , 
CK_00054236,CK_Cya_NS01_02412, ,IPR018740
CK_00054237,CK_Syn_BIOS-U3-1_02605,IPR031429, 
CK_00054238,CK_Cya_NS01_02398,IPR025881, 
CK_00054239,CK_Syn_BIOS-U3-1_03326,IPR025585  IPR038450, 
CK_00054240,CK_Cya_NS01_02401, ,IPR009739
CK_00054241,CK_Syn_CC9311_00712,IPR025211, 
CK_00054242,CK_Syn_BIOS-U3-1_03223,IPR007836, 
CK_00054244,CK_Syn_CC9311_00720,IPR036263  IPR008238  IPR037039  IPR002701, 
CK_00054245,CK_Syn_BIOS-U3-1_02437,IPR049607, 
CK_00054246,CK_Syn_CC9311_00715, , 
CK_00054247,CK_Syn_BIOS-U3-1_01480,IPR007166  IPR026451, 
CK_00054248,CK_Syn_CC9311_00714,IPR021570, 
CK_00054250,CK_Syn_CC9311_00713, , 
CK_00054251,CK_Syn_BIOS-U3-1_03250, , 
CK_00054253,CK_Pro_MIT0701_02698,IPR010133  IPR004288,IPR010133
CK_00054254,CK_Cya_NS01_02431, , 
CK_00054255,CK_Cya_NS01_01216, , 
CK_00054256,CK_Syn_A18-40_02181,IPR005818  IPR036388  IPR036390,IPR006119
CK_00054257,CK_Cya_NS01_02433,IPR007836, 
CK_00054258,CK_Cya_PCC7001_02722,IPR013785  IPR045567  IPR019940  IPR034405  IPR020050  IPR007197,IPR007197|IPR020050|IPR045567
CK_00054259,CK_Cya_NS01_01218, , 
CK_00054260,CK_Syn_CC9616_00630,IPR011008  IPR009799,IPR009799
CK_00054261,CK_Cya_NS01_00558, ,IPR004919
CK_00054262,CK_Pro_MIT0702_02397, , 
CK_00054263,CK_Cya_NS01_00552,IPR000392  IPR027417,IPR006311|IPR007160
CK_00054264,CK_Syn_CC9311_00779, , 
CK_00054265,CK_Syn_BIOS-U3-1_03260, , 
CK_00054266,CK_Cya_NS01_01220, , 
CK_00054267,CK_Syn_CC9311_00780, , 
CK_00054268,CK_Syn_BIOS-U3-1_01479,IPR015309  IPR036336, 
CK_00054269,CK_Cya_NS01_01446,IPR007836, 
CK_00054270,CK_Syn_CC9311_00777, , 
CK_00054272,CK_Cya_NS01_00547, , 
CK_00054273,CK_Syn_CC9311_00778, , 
CK_00054274,CK_Syn_BIOS-U3-1_02496, , 
CK_00054275,CK_Syn_CC9311_00787, , 
CK_00054278,CK_Cya_NS01_02901,IPR012413, 
CK_00054280,CK_Syn_RS9909_01676, ,IPR006442
CK_00054281,CK_Cya_NS01_02897, , 
CK_00054283,CK_Cya_NS01_02893,IPR005801, 
CK_00054284,CK_Syn_BIOS-U3-1_03212, , 
CK_00054285,CK_Pro_MIT9515_09371,IPR048189, 
CK_00054286,CK_Cya_NS01_02900,IPR007457  IPR036766, 
CK_00054287,CK_Syn_BIOS-U3-1_03213, ,IPR007403
CK_00054288,CK_Syn_PROS-9-1_01135, , 
CK_00054289,CK_Cya_NS01_02899,IPR022731, 
CK_00054290,CK_Syn_MEDNS5_00901,IPR012413, 
CK_00054291,CK_Cya_NS01_02873, , 
CK_00054292,CK_Pro_EQPAC1_01400, , 
CK_00054293,CK_Cya_NS01_02872,IPR049607, 
CK_00054294,CK_Syn_TAK9802_00720, , 
CK_00054295,CK_Cya_NS01_02880,IPR007836, 
CK_00054296,CK_Syn_A15-44_00612, , 
CK_00054298,CK_Syn_A18-46.1_02816, , 
CK_00054299,CK_Pro_MIT0703_01954, , 
CK_00054300,CK_Pro_MIT0701_02723,IPR000084, 
CK_00054301,CK_Syn_BIOS-U3-1_02264, , 
CK_00054302,CK_Syn_BIOS-U3-1_02483,IPR025211, 
CK_00054304,CK_Syn_BIOS-U3-1_02286,IPR049607, 
CK_00054305,CK_Syn_BIOS-U3-1_02482, , 
CK_00054306,CK_Syn_BIOS-U3-1_02477, , 
CK_00054307,CK_Syn_BIOS-U3-1_02247,IPR000875, 
CK_00054308,CK_Cya_NS01_02362,IPR007836, 
CK_00054310,CK_Syn_WH8103_02784, , 
CK_00054311,CK_Cya_NS01_02361,IPR049607,IPR004360|IPR037523
CK_00054312,CK_Syn_BIOS-U3-1_02231,IPR014914, 
CK_00054313,CK_Syn_MVIR-18-1_02627, , 
CK_00054314,CK_Cya_NS01_00165, , 
CK_00054315,CK_Syn_BIOS-U3-1_01490, , 
CK_00054316,CK_Cya_NS01_02355,IPR011579  IPR027417, 
CK_00054317,CK_Syn_BIOS-U3-1_02219, , 
CK_00054318,CK_Cya_NS01_01206, , 
CK_00054319,CK_Pro_MIT0702_00938, , 
CK_00054320,CK_Cya_NS01_01205, ,IPR019734
CK_00054321,CK_Pro_MIT0703_02234, , 
CK_00054323,CK_Pro_EQPAC1_01809,IPR027417, 
CK_00054324,CK_Cya_NS01_02093, , 
CK_00054325,CK_Pro_MED4_01865,IPR038447  IPR006924, 
CK_00054326,CK_Cya_NS01_02100,IPR032710  IPR037401,IPR037401
CK_00054328,CK_Cya_NS01_02101,IPR007836, 
CK_00054329,CK_Pro_MIT9312_00658,IPR015414  IPR032816, 
CK_00054330,CK_Syn_KORDI-100_13620,IPR031429, 
CK_00054331,CK_Syn_KORDI-100_29090,IPR022528  IPR050282  IPR019405  IPR015943, 
CK_00054333,CK_Syn_BIOS-U3-1_02214, , 
CK_00054334,CK_Syn_BIOS-U3-1_02202, , 
CK_00054335,CK_Syn_BIOS-U3-1_02138,IPR007836, 
CK_00054336,CK_Syn_BIOS-U3-1_02125, , 
CK_00054338,CK_Syn_A15-60_02718,IPR007836, 
CK_00054339,CK_Syn_BIOS-U3-1_02377, , 
CK_00054340,CK_Pro_LG_01381, , 
CK_00054341,CK_Syn_BIOS-U3-1_01498, , 
CK_00054342,CK_Syn_BIOS-U3-1_00979,IPR010645  IPR036259,IPR010645|IPR020846
CK_00054345,CK_Syn_BIOS-U3-1_01497, , 
CK_00054347,CK_Syn_BIOS-U3-1_01803, , 
CK_00054348,CK_Syn_BIOS-E4-1_02722,IPR024681  IPR000894  IPR036385,IPR012447
CK_00054349,CK_Syn_CC9605_00831,IPR016187  IPR051043  IPR005532  IPR042095,IPR000157|IPR005532|IPR049052
CK_00054350,CK_Pro_SS120_01536,IPR007836,IPR002656|IPR043968
CK_00054351,CK_Pro_MIT0701_00600,IPR016576, 
CK_00054352,CK_Syn_A18-40_02114,IPR038935, 
CK_00054353,CK_Pro_MIT9311_00980, ,IPR002109|IPR009908
CK_00054354,CK_Syn_BIOS-U3-1_02101, , 
CK_00054355,CK_Syn_BIOS-U3-1_02111,IPR025881, 
CK_00054356,CK_Syn_BIOS-U3-1_02358,IPR007836, 
CK_00054357,CK_Syn_BIOS-U3-1_01506, , 
CK_00054358,CK_Cya_CB0101_06813, ,IPR002716
CK_00054359,CK_Syn_BIOS-U3-1_02063,IPR025881, 
CK_00054360,CK_Syn_WH8016_01674,IPR007836,IPR006342
CK_00054361,CK_Syn_BIOS-U3-1_02052,IPR025881, 
CK_00054362,CK_Syn_A15-60_01324, , 
CK_00054363,CK_Syn_BIOS-U3-1_02058, , 
CK_00054364,CK_Pro_PAC1_00638,IPR007836, 
CK_00054365,CK_Syn_BIOS-U3-1_02090,IPR012565, 
CK_00054366,CK_Syn_BIOS-U3-1_02098,IPR012565, 
CK_00054367,CK_Syn_BIOS-U3-1_02065,IPR029186, 
CK_00054368,CK_Syn_BIOS-U3-1_02078, , 
CK_00054369,CK_Pro_MIT9311_01172,IPR007836, 
CK_00054370,CK_Syn_SYN20_02561,IPR010133  IPR004288, 
CK_00054371,CK_Syn_BIOS-E4-1_02389, , 
CK_00054372,CK_Pro_MIT0602_01651,IPR025211, 
CK_00054373,CK_Pro_MIT9311_00993,IPR007826  IPR037269, 
CK_00054374,CK_Cya_NS01_00907, ,IPR007563
CK_00054375,CK_Syn_BIOS-U3-1_01509,IPR002204  IPR006115  IPR036291, 
CK_00054376,CK_Syn_BIOS-U3-1_02051, , 
CK_00054377,CK_Pro_MIT9322_00782, , 
CK_00054378,CK_Pro_MIT0701_01404,IPR031429, 
CK_00054379,CK_Syn_A15-60_01772, , 
CK_00054380,CK_Syn_WH7805_08406,IPR007836,IPR001173|IPR048510
CK_00054381,CK_Syn_BIOS-U3-1_02049, , 
CK_00054382,CK_Syn_A18-25c_02108, , 
CK_00054383,CK_Cya_CB0205_50003, , 
CK_00054384,CK_Pro_MIT0604_00063,IPR001977  IPR027417,IPR001977
CK_00054385,CK_Syn_BIOS-U3-1_02035, , 
CK_00054387,CK_Syn_BIOS-U3-1_02047, , 
CK_00054389,CK_Syn_BIOS-U3-1_01517, , 
CK_00054390,CK_Syn_BIOS-U3-1_02002, , 
CK_00054391,CK_Syn_BIOS-U3-1_02031, , 
CK_00054392,CK_Syn_BIOS-U3-1_02006, , 
CK_00054393,CK_Syn_BIOS-U3-1_01996, , 
CK_00054394,CK_Pro_EQPAC1_00905,IPR038921,IPR012447
CK_00054396,CK_Pro_MIT9313_00960,IPR052715  IPR002686  IPR036515,IPR002686
CK_00054397,CK_Syn_WH8109_01229, , 
CK_00054398,CK_Pro_NATL1A_14191, , 
CK_00054399,CK_Syn_A15-60_02174, , 
CK_00054400,CK_Syn_RS9917_04480,IPR007836,IPR001173
CK_00054403,CK_Pro_MIT0701_01837, , 
CK_00054404,CK_Syn_BIOS-U3-1_01991, , 
CK_00054405,CK_Cya_PCC6307_00261,IPR007836, 
CK_00054406,CK_Syn_BIOS-U3-1_01523, , 
CK_00054407,CK_Syn_BIOS-U3-1_01986, , 
CK_00054408,CK_Syn_BIOS-U3-1_00475,IPR007836, 
CK_00054412,CK_Syn_BIOS-U3-1_01969, , 
CK_00054413,CK_Syn_BIOS-U3-1_01959,IPR007836, 
CK_00054415,CK_Syn_RS9902_02277,IPR015550  IPR000532, 
CK_00054416,CK_Cya_NS01_00211,IPR052796  IPR027417  IPR000863,IPR040632
CK_00054417,CK_Syn_WH8103_01015, , 
CK_00054420,CK_Cya_NS01_01789,IPR001046,IPR001046
CK_00054421,CK_Pro_MIT0702_02335, , 
CK_00054422,CK_Syn_RS9909_01771, ,IPR010559
CK_00054423,CK_Syn_A18-40_01948,IPR007836, 
CK_00054424,CK_Pro_MIT0603_00719,IPR045081  IPR001611  IPR025875  IPR032675, 
CK_00054425,CK_Pro_MIT0701_00288,IPR004288, 
CK_00054426,CK_Pro_MIT0702_02798,IPR031429, 
CK_00054427,CK_Pro_MIT0603_01595,IPR025881, 
CK_00054428,CK_Pro_SS120_00723,IPR031429, 
CK_00054429,CK_Pro_PAC1_01030,IPR007836,IPR045615
CK_00054431,CK_Syn_CC9311_00229, ,IPR007016
CK_00054433,CK_Pro_MIT0703_02110,IPR025881, 
CK_00054436,CK_Pro_MIT9303_05061,IPR031429, 
CK_00054437,CK_Pro_MIT0604_01463,IPR005123  IPR041097  IPR023550  IPR006620  IPR044862, 
CK_00054438,CK_Syn_PROS-7-1_00082,IPR017189  IPR050065  IPR025877  IPR029044, 
CK_00054439,CK_Pro_MIT9321_01223, , 
CK_00054440,CK_Syn_BMK-MC-1_01292, , 
CK_00054442,CK_Syn_CC9616_02515, , 
CK_00054443,CK_Syn_CC9616_02573,IPR021570, 
CK_00054444,CK_Syn_CC9616_02575,IPR006241  IPR006216  IPR013081, 
CK_00054445,CK_Syn_CC9616_02571, , 
CK_00054449,CK_Syn_SYN20_03186, , 
CK_00054450,CK_Syn_CC9616_02566, , 
CK_00054452,CK_Syn_SYN20_03188,IPR007836, 
CK_00054453,CK_Syn_CC9616_02556,IPR012565, 
CK_00054454,CK_Syn_SYN20_03182,IPR048189, 
CK_00054455,CK_Syn_SYN20_03181,IPR033121  IPR021109, 
CK_00054456,CK_Syn_SYN20_03185, , 
CK_00054457,CK_Syn_SYN20_03184, , 
CK_00054458,CK_Syn_SYN20_00309, , 
CK_00054460,CK_Syn_SYN20_03177, , 
CK_00054462,CK_Syn_CC9616_02595,IPR007836, 
CK_00054463,CK_Syn_CC9616_02593, , 
CK_00054464,CK_Syn_CC9616_02615, , 
CK_00054465,CK_Syn_CC9616_02616,IPR012565, 
CK_00054467,CK_Syn_CC9616_02597,IPR029186, 
CK_00054468,CK_Syn_CC9616_02601, , 
CK_00054469,CK_Syn_SYN20_03275,IPR007836, 
CK_00054470,CK_Syn_CC9616_02602,IPR000532  IPR015675, 
CK_00054471,CK_Syn_SYN20_03234, , 
CK_00054472,CK_Syn_CC9616_02614,IPR049607, 
CK_00054473,CK_Syn_SYN20_03220, , 
CK_00054475,CK_Syn_SYN20_03197, , 
CK_00054476,CK_Syn_SYN20_03198, , 
CK_00054477,CK_Syn_SYN20_03195, , 
CK_00054478,CK_Syn_SYN20_03194, , 
CK_00054479,CK_Syn_SYN20_03193, , 
CK_00054480,CK_Syn_SYN20_03191, , 
CK_00054482,CK_Syn_CC9616_02369, , 
CK_00054483,CK_Syn_SYN20_03326, , 
CK_00054484,CK_Syn_CC9616_02380, , 
CK_00054485,CK_Syn_CC9616_02360, , 
CK_00054487,CK_Syn_CC9616_02392, , 
CK_00054488,CK_Syn_CC9616_02399,IPR031429, 
CK_00054489,CK_Syn_CC9616_02381, , 
CK_00054491,CK_Syn_SYN20_03290,IPR036331  IPR052781  IPR018990, 
CK_00054493,CK_Syn_SYN20_03292, , 
CK_00054494,CK_Syn_CC9616_02400, , 
CK_00054495,CK_Syn_SYN20_03291, , 
CK_00054496,CK_Syn_CC9616_02401,IPR007836, 
CK_00054497,CK_Syn_SYN20_03294,IPR000259  IPR036937  IPR008966  IPR050263, 
CK_00054498,CK_Syn_SYN20_03293,IPR007836, 
CK_00054499,CK_Syn_SYN20_03324, , 
CK_00054500,CK_Syn_SYN20_03295, , 
CK_00054503,CK_Syn_CC9616_02402, , 
CK_00054504,CK_Syn_CC9616_02403,IPR013785  IPR013798  IPR001468  IPR011060, 
CK_00054505,CK_Syn_CC9616_02404, , 
CK_00054506,CK_Syn_CC9616_02405,IPR031429, 
CK_00054511,CK_Syn_CC9616_02450, , 
CK_00054512,CK_Syn_SYN20_00338,IPR033121  IPR021109, 
CK_00054513,CK_Syn_CC9616_02489,IPR038615, 
CK_00054514,CK_Syn_A15-28_01670,IPR009388, 
CK_00054515,CK_Syn_SYN20_03380, , 
CK_00054517,CK_Syn_SYN20_03370,IPR007836, 
CK_00054519,CK_Pro_MIT0702_02478,IPR032874  IPR052183, 
CK_00054520,CK_Syn_SYN20_03411,IPR031429, 
CK_00054521,CK_Syn_RS9917_01317,IPR007836, 
CK_00054522,CK_Syn_SYN20_03405, , 
CK_00054523,CK_Pro_SS52_00811, , 
CK_00054524,CK_Syn_SYN20_03406,IPR029186, 
CK_00054525,CK_Syn_CC9616_01279,IPR007836, 
CK_00054530,CK_Syn_MITS9220_02704,IPR007836, 
CK_00054533,CK_Syn_CC9311_00847, , 
CK_00054534,CK_Syn_MITS9220_02702, , 
CK_00054535,CK_Syn_CC9311_00852, , 
CK_00054536,CK_Syn_MITS9220_02700,IPR007836, 
CK_00054537,CK_Syn_CC9311_00851, , 
CK_00054538,CK_Syn_CC9311_00857, , 
CK_00054539,CK_Pro_SS51_00386, , 
CK_00054541,CK_Syn_RCC307_00536, , 
CK_00054542,CK_Syn_CC9311_00861,IPR036849  IPR029017  IPR029065  IPR033978  IPR018110  IPR013342  IPR013341  IPR046945,IPR013341|IPR018110|IPR029065
CK_00054543,CK_Syn_CC9311_00858,IPR007836, 
CK_00054544,CK_Pro_MIT9311_01112,IPR007836,IPR025714
CK_00054545,CK_Syn_CC9311_00875, , 
CK_00054546,CK_Pro_MED4_02033,IPR003683  IPR036099, 
CK_00054548,CK_Pro_MIT9311_01195, , 
CK_00054549,CK_Pro_MIT9116_00061, , 
CK_00054550,CK_Syn_MITS9220_02791, , 
CK_00054551,CK_Pro_MED4_01257,IPR001509  IPR036291,IPR016040
CK_00054552,CK_Syn_A15-60_00950,IPR049607, 
CK_00054553,CK_Cya_PCC6307_02593,IPR009760,IPR009760
CK_00054554,CK_Pro_MIT0602_00642, , 
CK_00054555,CK_Syn_BMK-MC-1_02458, , 
CK_00054558,CK_Syn_CC9311_00882, , 
CK_00054559,CK_Syn_MITS9220_02859, ,IPR033880
CK_00054560,CK_Syn_MITS9220_02867, , 
CK_00054561,CK_Syn_MITS9220_02861,IPR031429, 
CK_00054562,CK_Syn_MITS9220_02856, , 
CK_00054563,CK_Syn_CC9311_00925, , 
CK_00054564,CK_Syn_MITS9220_02855, , 
CK_00054565,CK_Syn_CC9311_00885, , 
CK_00054566,CK_Syn_MITS9220_02858,IPR025881, 
CK_00054567,CK_Syn_CC9311_00884, , 
CK_00054569,CK_Syn_CC9311_00883,IPR012292, 
CK_00054570,CK_Syn_CC9311_00946, , 
CK_00054571,CK_Pro_MIT0801_00499, , 
CK_00054572,CK_Syn_CC9311_00945, , 
CK_00054574,CK_Syn_CC9311_00933, , 
CK_00054576,CK_Syn_CC9311_00926, , 
CK_00054577,CK_Syn_A18-46.1_01555,IPR002204  IPR006115  IPR036291, 
CK_00054578,CK_Syn_A18-46.1_01150,IPR025881, 
CK_00054579,CK_Pro_NATL1A_12261,IPR034704  IPR002150  IPR027491  IPR042105, 
CK_00054580,CK_Pro_NATL2A_00942,IPR007836, 
CK_00054581,CK_Syn_CC9311_00951, , 
CK_00054582,CK_Syn_A15-24_00450, , 
CK_00054584,CK_Pro_MIT9321_01063,IPR006241  IPR006216  IPR013081, 
CK_00054585,CK_Pro_MIT9311_00944,IPR012620, 
CK_00054586,CK_Syn_MITS9220_02795, , 
CK_00054587,CK_Syn_MITS9220_00281, , 
CK_00054588,CK_Syn_MITS9220_02598,IPR012565, 
CK_00054589,CK_Syn_CC9616_02841, , 
CK_00054591,CK_Syn_CC9616_02855, , 
CK_00054593,CK_Syn_MITS9220_00257, ,IPR013132
CK_00054594,CK_Syn_MITS9220_02627, , 
CK_00054597,CK_Syn_MITS9220_02601,IPR033121  IPR021109, 
CK_00054598,CK_Pro_MIT9321_00260, , 
CK_00054599,CK_Syn_MITS9220_02645,IPR007836, 
CK_00054601,CK_Syn_MITS9220_02643, , 
CK_00054602,CK_Syn_RS9915_02642,IPR029186, 
CK_00054603,CK_Syn_MITS9220_02636, , 
CK_00054604,CK_Syn_WH7805_00385,IPR020317, 
CK_00054605,CK_Syn_RS9907_02227,IPR029186, 
CK_00054606,CK_Pro_MIT9313_02483, , 
CK_00054607,CK_Pro_MIT0702_00433,IPR021570, 
CK_00054609,CK_Syn_CC9616_02097,IPR029186, 
CK_00054610,CK_Pro_MIT0703_01491,IPR039312, 
CK_00054611,CK_Syn_CC9616_02803,IPR002052  IPR011639  IPR050953  IPR029063,IPR002052|IPR003356
CK_00054612,CK_Syn_CC9616_00274, , 
CK_00054613,CK_Syn_CC9616_02806, , 
CK_00054616,CK_Syn_CC9616_02807,IPR037863, 
CK_00054617,CK_Syn_CC9616_02831, , 
CK_00054619,CK_Syn_MITS9220_02648, , 
CK_00054620,CK_Syn_CC9311_00801,IPR011725, 
CK_00054621,CK_Syn_MITS9220_02647,IPR012552  IPR051525, 
CK_00054622,CK_Syn_CC9311_00800, , 
CK_00054625,CK_Syn_CC9311_00789, , 
CK_00054626,CK_Pro_MIT9401_01147,IPR013926  IPR036504, 
CK_00054627,CK_Syn_MITS9220_02672, , 
CK_00054628,CK_Syn_ROS8604_02925, , 
CK_00054629,CK_Syn_MITS9220_02687, , 
CK_00054630,CK_Syn_MITS9220_02686, , 
CK_00054631,CK_Syn_MITS9220_02696, , 
CK_00054632,CK_Syn_MITS9220_02695, , 
CK_00054633,CK_Syn_MITS9220_02698, , 
CK_00054634,CK_Syn_MINOS11_02552,IPR005587  IPR023146  IPR023145, 
CK_00054635,CK_Syn_MITS9220_02697, , 
CK_00054636,CK_Syn_CC9311_00844,IPR007836, 
CK_00054637,CK_Syn_CC9902_02398,IPR009846  IPR017089, 
CK_00054638,CK_Syn_CC9311_00843,IPR032710  IPR037401, 
CK_00054639,CK_Syn_RS9907_01979, ,IPR045063
CK_00054640,CK_Syn_CC9311_00842,IPR007836, 
CK_00054642,CK_Syn_CC9311_00836,IPR007836, 
CK_00054643,CK_Pro_MIT0601_01911, , 
CK_00054645,CK_Syn_A15-24_00433,IPR031429, 
CK_00054646,CK_Syn_CC9311_00803, , 
CK_00054648,CK_Syn_CC9311_00802, , 
CK_00054649,CK_Pro_MIT9313_02760, , 
CK_00054650,CK_Syn_CC9616_02856, , 
CK_00054654,CK_Syn_CC9616_02871, , 
CK_00054655,CK_Syn_CC9616_02865, , 
CK_00054656,CK_Syn_CC9616_02911, , 
CK_00054657,CK_Syn_CC9616_02908,IPR031429, 
CK_00054658,CK_Syn_CC9616_02906,IPR031429, 
CK_00054659,CK_Syn_BOUM118_02466,IPR007049  IPR051465  IPR038673  IPR047684  IPR001119,IPR001119|IPR007049|IPR047684
CK_00054660,CK_Syn_CC9311_01164,IPR007836, 
CK_00054661,CK_Syn_MVIR-18-1_01617,IPR021570,IPR022196
CK_00054663,CK_Pro_SS2_01045,IPR009396, 
CK_00054664,CK_Pro_MIT0603_00642, ,IPR043714
CK_00054665,CK_Pro_MIT9303_13641, , 
CK_00054666,CK_Pro_MIT0702_02076, , 
CK_00054667,CK_Pro_MIT0701_00098, ,IPR003423
CK_00054668,CK_Syn_WH7805_13083,IPR025881, 
CK_00054669,CK_Syn_CC9311_01118,IPR029208, 
CK_00054670,CK_Syn_CC9311_01119,IPR007836, 
CK_00054671,CK_Syn_MITS9220_00326, , 
CK_00054672,CK_Syn_CC9311_01121, , 
CK_00054673,CK_Syn_CC9311_01127, , 
CK_00054674,CK_Syn_MITS9220_03049, , 
CK_00054675,CK_Syn_CC9616_02740, , 
CK_00054676,CK_Syn_CC9311_01141,IPR049607, 
CK_00054677,CK_Pro_PAC1_00017, , 
CK_00054678,CK_Syn_MITS9220_00318,IPR031429, 
CK_00054679,CK_Syn_CC9616_02739,IPR011990  IPR019734, 
CK_00054680,CK_Syn_CC9311_01144,IPR031429, 
CK_00054681,CK_Syn_TAK9802_00035,IPR025881, 
CK_00054682,CK_Syn_MITS9220_00305,IPR049607, 
CK_00054683,CK_Syn_CC9616_02745,IPR007836, 
CK_00054684,CK_Syn_CC9311_01155, , 
CK_00054686,CK_Syn_MITS9220_03047, , 
CK_00054687,CK_Syn_CC9616_02741,IPR009846  IPR017089, 
CK_00054688,CK_Syn_CC9311_01157,IPR012565, 
CK_00054689,CK_Syn_MITS9220_03038, , 
CK_00054690,CK_Syn_CC9616_02735,IPR007836, 
CK_00054691,CK_Syn_MITS9220_00304, , 
CK_00054692,CK_Syn_CC9616_02736,IPR031429, 
CK_00054694,CK_Syn_CC9616_02737, , 
CK_00054695,CK_Syn_MITS9220_03018,IPR007836, 
CK_00054698,CK_Syn_CC9616_02732, , 
CK_00054699,CK_Syn_CC9616_02734, , 
CK_00054701,CK_Syn_RS9909_01418, , 
CK_00054704,CK_Syn_SYN20_02258,IPR007457  IPR036766, 
CK_00054706,CK_Pro_MIT0702_02060,IPR000875, 
CK_00054707,CK_Syn_CC9311_01247,IPR002615  IPR036062, 
CK_00054708,CK_Syn_CC9311_01255,IPR049607, 
CK_00054709,CK_Syn_CC9311_01239, , 
CK_00054710,CK_Syn_CC9311_01240,IPR031429, 
CK_00054711,CK_Syn_CC9311_01266,IPR049607, 
CK_00054712,CK_Syn_RS9917_06780,IPR013078  IPR029033  IPR011310, 
CK_00054714,CK_Syn_CC9311_01298, , 
CK_00054715,CK_Syn_ROS8604_00933,IPR007836, 
CK_00054716,CK_Syn_CC9616_00273,IPR029186, 
CK_00054717,CK_Syn_CC9311_01256, , 
CK_00054718,CK_Pro_MIT0702_03061, , 
CK_00054719,CK_Syn_CC9616_02764,IPR029001  IPR026533  IPR050299, 
CK_00054720,CK_Syn_CC9311_01261, , 
CK_00054721,CK_Syn_KORDI-100_15960,IPR037863, 
CK_00054722,CK_Syn_CC9616_02760, , 
CK_00054723,CK_Syn_CC9616_02763,IPR002204  IPR006115  IPR036291, 
CK_00054724,CK_Syn_CC9616_02752,IPR029001  IPR026533  IPR050299, 
CK_00054725,CK_Syn_CC9616_02755, , 
CK_00054726,CK_Syn_CC9616_02749, , 
CK_00054727,CK_Syn_CC9311_01236,IPR007836, 
CK_00054728,CK_Syn_CC9616_02750,IPR007836, 
CK_00054729,CK_Syn_CC9616_02746, , 
CK_00054730,CK_Cya_CB0205_08128,IPR007836, 
CK_00054731,CK_Syn_CC9311_01072, , 
CK_00054732,CK_Syn_A15-60_01204,IPR029186, 
CK_00054733,CK_Syn_CC9311_01075, , 
CK_00054734,CK_Pro_MIT9321_01181,IPR006056  IPR019897  IPR035959  IPR006175,IPR006056|IPR006175|IPR019897
CK_00054735,CK_Syn_CC9311_01076,IPR000084, 
CK_00054737,CK_Syn_CC9311_01083, , 
CK_00054738,CK_Pro_HNLC1_00694, , 
CK_00054739,CK_Syn_MITS9220_02924,IPR007836, 
CK_00054740,CK_Syn_CC9616_02688,IPR007836, 
CK_00054741,CK_Syn_CC9311_01021, , 
CK_00054742,CK_Pro_MIT0703_00457,IPR012292, 
CK_00054743,CK_Syn_MITS9220_02935, , 
CK_00054745,CK_Syn_CC9311_01062,IPR049607, 
CK_00054747,CK_Syn_MITS9220_02913, , 
CK_00054748,CK_Syn_CC9616_02692,IPR029186, 
CK_00054749,CK_Syn_CC9311_01067,IPR025881, 
CK_00054750,CK_Pro_MIT9116_01170, , 
CK_00054751,CK_Syn_MITS9220_02922,IPR029186, 
CK_00054752,CK_Syn_CC9616_02691,IPR007836, 
CK_00054753,CK_Syn_CC9311_01068, , 
CK_00054755,CK_Syn_MITS9220_02944, , 
CK_00054756,CK_Syn_CC9616_02709, , 
CK_00054757,CK_Pro_MIT0702_01485,IPR007836, 
CK_00054759,CK_Syn_MITS9220_02937, , 
CK_00054760,CK_Syn_CC9311_00953,IPR037863, 
CK_00054761,CK_Syn_MITS9220_02939, , 
CK_00054762,CK_Syn_CC9311_00960,IPR012565, 
