SeqCluster,Most represented functional category
CK_00055795,IPR011726
CK_00055802,IPR022274
CK_00055815,IPR005097
CK_00055816,IPR000092|IPR033749
CK_00055818,IPR002937
CK_00055820,IPR013830
CK_00055821,IPR005134
CK_00055822,IPR000182
CK_00055823,IPR011121
CK_00055824,IPR001199|IPR005804|IPR018506
CK_00055826,IPR009875
CK_00055829,IPR049453
CK_00055830,IPR001000
CK_00055843,IPR012447
CK_00055849,IPR053853
CK_00055856,IPR017896|IPR017900
CK_00055857,IPR007172
CK_00055866,IPR000835|IPR023187
CK_00055868,IPR000182
CK_00055870,IPR004360|IPR037523
CK_00055872,IPR011701|IPR020846
CK_00055873,IPR027843
CK_00055874,IPR021362
CK_00055875,IPR019734
CK_00055876,IPR024742|IPR032790
CK_00055877,IPR049503
CK_00055879,IPR007685
CK_00055886,IPR013520
CK_00055891,IPR001179|IPR005215|IPR008880|IPR008881
CK_00055894,IPR012903|IPR022516
CK_00055898,IPR002509
CK_00055911,IPR001343|IPR018511
CK_00055912,IPR019734
CK_00055913,IPR019734
CK_00055929,IPR001347
CK_00055931,IPR007842
CK_00055936,IPR008201
CK_00055944,IPR001296|IPR028098
CK_00055946,IPR008207
CK_00055956,IPR001343|IPR010221|IPR018511
CK_00055973,IPR021231
CK_00055979,IPR021799
CK_00055987,IPR002071|IPR016071
CK_00055989,IPR022796
CK_00055997,IPR005565
CK_00056006,IPR002495
CK_00056012,IPR019734|IPR041307
CK_00056032,IPR001387
CK_00056041,IPR012933
CK_00056051,IPR008775
CK_00056053,IPR002104
CK_00056063,IPR049278
CK_00056065,IPR019216
CK_00056082,IPR049625
CK_00056083,IPR001173
CK_00056088,IPR002577
CK_00056090,IPR025686
CK_00056093,IPR003848
CK_00056094,IPR003362|IPR017473|IPR017475
CK_00056096,IPR003848
CK_00056100,IPR007072
CK_00056101,IPR000086
CK_00056102,IPR028098
CK_00056103,IPR001279|IPR001789|IPR003018
CK_00056104,IPR041698
CK_00056119,IPR005804
CK_00056125,IPR019079
CK_00056129,IPR022796
CK_00056130,IPR012869
CK_00056131,IPR001757|IPR004014|IPR006068|IPR018303
CK_00056141,IPR000305
CK_00056144,IPR012903|IPR022516
CK_00056146,IPR004288
CK_00056157,IPR000182
CK_00056159,IPR011527
CK_00056163,IPR014807
CK_00056165,IPR003148|IPR006037
CK_00056169,IPR001307|IPR001763|IPR006311
CK_00056170,IPR001539
CK_00056172,IPR000715
CK_00056173,IPR025427
CK_00056174,IPR007272
CK_00056185,IPR037401
CK_00056187,IPR006143|IPR032317
CK_00056188,IPR005149|IPR018309
CK_00056190,IPR008538
CK_00056192,IPR007460
CK_00056198,IPR013406
CK_00056199,IPR021420
CK_00056202,IPR002502|IPR016047|IPR018392
CK_00056203,IPR003959|IPR041685
CK_00056207,IPR004183
CK_00056210,IPR041698
CK_00056214,IPR049945
CK_00056220,IPR041578
CK_00056221,IPR010290
CK_00056222,IPR021259
CK_00056227,IPR002525|IPR003346|IPR047650
CK_00056228,IPR006047|IPR006048
CK_00056231,IPR005151
CK_00056233,IPR013830
CK_00056237,IPR001952
CK_00056239,IPR001173|IPR049202
CK_00056242,IPR041698
CK_00056244,IPR040704
CK_00056245,IPR028098
CK_00056247,IPR005135
CK_00056248,IPR000182
CK_00056250,IPR013096
CK_00056251,IPR053853
CK_00056255,IPR028973
CK_00056256,IPR003675
CK_00056258,IPR049641
CK_00056261,IPR007353
CK_00056269,IPR005546
CK_00056279,IPR040003
CK_00056282,IPR006433|IPR024455
CK_00056283,IPR023991
CK_00056285,IPR001343|IPR013858
CK_00056289,IPR010621|IPR010679
CK_00056291,IPR027565
CK_00056314,IPR001173
CK_00056316,IPR001525|IPR018117
CK_00056318,IPR006076
CK_00056319,IPR002502
CK_00056322,IPR001638
CK_00056325,IPR023991
CK_00056331,IPR003838|IPR025857
CK_00056335,IPR001343|IPR018511
CK_00056341,IPR005331
CK_00056350,IPR026356
CK_00056356,IPR010617
CK_00056357,IPR000917
CK_00056365,IPR013839
CK_00056367,IPR044048
CK_00056368,IPR008523
CK_00056377,IPR013096|IPR013132
CK_00056378,IPR016071
CK_00056400,IPR049220
CK_00056401,IPR002035
CK_00056404,IPR032806|IPR047647
CK_00056406,IPR022612
CK_00056407,IPR003369|IPR006312
CK_00056418,IPR004821
CK_00056421,IPR001343|IPR018511
CK_00056438,IPR003370|IPR014047
CK_00056442,IPR019734
CK_00056443,IPR024053
CK_00056444,IPR013848
CK_00056446,IPR012903|IPR022516
CK_00056447,IPR001173
CK_00056450,IPR021734
CK_00056463,IPR002577
CK_00056469,IPR023210
CK_00056700,IPR004830
CK_00056702,IPR046684
CK_00056703,IPR000523|IPR002035|IPR011776|IPR041628
CK_00056704,IPR002569
CK_00056705,IPR000653
CK_00056706,IPR000653|IPR026385
CK_00056707,IPR000653
CK_00056708,IPR000653
CK_00056709,IPR006345|IPR027785|IPR029493|IPR041451
CK_00056711,IPR006062|IPR020022
CK_00056712,IPR001995|IPR006062
CK_00056713,IPR006062
CK_00056714,IPR001179|IPR001343|IPR013858|IPR018511
CK_00056715,IPR001179
CK_00056716,IPR001375
CK_00056717,IPR004839
CK_00056718,IPR004838|IPR004839
CK_00056719,IPR005475|IPR033248
CK_00056720,IPR005475|IPR033248
CK_00056721,IPR002645|IPR011547
CK_00056722,IPR002645|IPR011547|IPR018045
CK_00056724,IPR011547
CK_00056725,IPR001646
CK_00056727,IPR001343|IPR018511
CK_00056732,IPR013341|IPR018110|IPR029065|IPR035086|IPR035402
CK_00056733,IPR035086|IPR035402
CK_00056734,IPR000620
CK_00056735,IPR003953|IPR015939
CK_00056736,IPR003953|IPR015939
CK_00056737,IPR032317
CK_00056738,IPR014315|IPR032317|IPR039562
CK_00056739,IPR014315|IPR032317
CK_00056740,IPR032317
CK_00056742,IPR001789|IPR001867
CK_00056746,IPR003594|IPR003661|IPR005467|IPR049835
CK_00056748,IPR003594|IPR003660|IPR003661|IPR005467
CK_00056749,IPR003594|IPR003660|IPR003661|IPR005467
CK_00056752,IPR001789|IPR001867|IPR049767
CK_00056753,IPR001789|IPR001867
CK_00056754,IPR001789|IPR001867
CK_00056755,IPR001763|IPR001789|IPR001867
CK_00056756,IPR003594|IPR003661|IPR005467
CK_00056757,IPR001789|IPR003594|IPR003661|IPR005467
CK_00056759,IPR000595|IPR003439|IPR005074|IPR010132|IPR011527|IPR017871
CK_00056760,IPR000595|IPR003439|IPR005074|IPR011527|IPR017871
CK_00056761,IPR003439|IPR011527|IPR017871
CK_00056763,IPR003439|IPR011527|IPR017871
CK_00056764,IPR003439|IPR011527
CK_00056766,IPR003439|IPR005074|IPR011527
CK_00056767,IPR001789|IPR001867
CK_00056768,IPR001509
CK_00056770,IPR002514
CK_00056771,IPR001509
CK_00056772,IPR016040
CK_00056773,IPR001509
CK_00056774,IPR001509
CK_00056776,IPR002645|IPR003362
CK_00056777,IPR001128
CK_00056782,IPR021734
CK_00056783,IPR021734
CK_00056784,IPR000792|IPR001789
CK_00056787,IPR000792
CK_00056788,IPR000792
CK_00056789,IPR020904
CK_00056790,IPR018392
CK_00056791,IPR016047|IPR018392
CK_00056792,IPR016047
CK_00056793,IPR016047
CK_00056794,IPR016047|IPR018392
CK_00056795,IPR020904
CK_00056796,IPR002347|IPR020904
CK_00056797,IPR002347
CK_00056804,IPR012318
CK_00056805,IPR004474
CK_00056806,IPR006139|IPR006140|IPR029752|IPR029753
CK_00056807,IPR006139|IPR006140|IPR029753
CK_00056808,IPR006139|IPR006140|IPR029753
CK_00056809,IPR006139|IPR006140|IPR029752
CK_00056810,IPR006140|IPR029752|IPR029753
CK_00056811,IPR006139|IPR006140
CK_00056812,IPR006139|IPR006140|IPR029752|IPR029753
CK_00056813,IPR001482|IPR006321
CK_00056814,IPR001482
CK_00056815,IPR001482
CK_00056816,IPR005101
CK_00056818,IPR000595|IPR003439|IPR005074|IPR011527|IPR017871
CK_00056819,IPR003439|IPR011527
CK_00056820,IPR003439|IPR011527
CK_00056821,IPR001509
CK_00056822,IPR001509
CK_00056823,IPR012903|IPR022516
CK_00056824,IPR019734
CK_00056825,IPR021734
CK_00056826,IPR021734
CK_00056827,IPR021734
CK_00056828,IPR021734
CK_00056829,IPR021734
CK_00056830,IPR003495|IPR011629
CK_00056831,IPR000626|IPR005546
CK_00056832,IPR005546
CK_00056833,IPR003439|IPR005074|IPR011527|IPR017871|IPR022514
CK_00056834,IPR003439|IPR005074|IPR011527|IPR017871
CK_00056835,IPR000253|IPR003439|IPR013525|IPR017871
CK_00056836,IPR003439|IPR017871
CK_00056838,IPR003838
CK_00056839,IPR003838
CK_00056840,IPR003838|IPR005891
CK_00056841,IPR003838|IPR005891
CK_00056842,IPR001732|IPR014026|IPR014027|IPR017476
CK_00056843,IPR000644|IPR001732|IPR014026|IPR014027|IPR017476
CK_00056844,IPR001732|IPR014026|IPR014027|IPR017476
CK_00056845,IPR000792
CK_00056846,IPR000399|IPR011766|IPR012000|IPR012001
CK_00056847,IPR032585
CK_00056848,IPR009056
CK_00056849,IPR002109
CK_00056851,IPR000808|IPR033756
CK_00056852,IPR001107|IPR018080
CK_00056853,IPR006062|IPR010139|IPR017926
CK_00056854,IPR023631
CK_00056857,IPR001343|IPR018511|IPR019960
CK_00056858,IPR001789|IPR001867
CK_00056859,IPR001789|IPR001867
CK_00056860,IPR003594|IPR003660|IPR003661|IPR005467
CK_00056862,IPR001932|IPR003660
CK_00056863,IPR001932
CK_00056864,IPR001932
CK_00056865,IPR001932
CK_00056866,IPR000595|IPR001932
CK_00056867,IPR000073
CK_00056868,IPR001296|IPR028098
CK_00056869,IPR001296|IPR028098
CK_00056870,IPR028098
CK_00056872,IPR002347|IPR020904
CK_00056873,IPR000160|IPR001633|IPR003018
CK_00056874,IPR000515|IPR005769
CK_00056876,IPR005770
CK_00056877,IPR003439|IPR012693|IPR017871
CK_00056878,IPR000515|IPR005769
CK_00056879,IPR006311|IPR008557
CK_00056880,IPR001509
CK_00056881,IPR008557
CK_00056882,IPR013211
CK_00056883,IPR001343|IPR008334|IPR018511
CK_00056884,IPR003439|IPR029439
CK_00056885,IPR005101|IPR006050
CK_00056886,IPR001099|IPR012328
CK_00056887,IPR004294
CK_00056888,IPR003757
CK_00056890,IPR001036
CK_00056891,IPR001036
CK_00056892,IPR011701|IPR020846
CK_00056893,IPR011701|IPR020846
CK_00056894,IPR007627|IPR014284
CK_00056895,IPR005828|IPR020846
CK_00056897,IPR045725|IPR047679
CK_00056898,IPR002347|IPR020904
CK_00056900,IPR002347
CK_00056901,IPR002347|IPR020904
CK_00056902,IPR003439|IPR017871|IPR029439
CK_00056903,IPR013525
CK_00056904,IPR006685|IPR049142|IPR049278
CK_00056905,IPR006685|IPR049278
CK_00056908,IPR041633
CK_00056913,IPR006685|IPR006686|IPR049278
CK_00056914,IPR006685|IPR049278
CK_00056915,IPR006685
CK_00056916,IPR006685|IPR008910|IPR049142|IPR049278
CK_00056917,IPR006685
CK_00056918,IPR006685
CK_00056919,IPR006685|IPR049142|IPR049278
CK_00056920,IPR006685|IPR049278
CK_00056921,IPR006685|IPR049278
CK_00056922,IPR006685|IPR049278
CK_00056923,IPR006685
CK_00056924,IPR003375
CK_00056926,IPR001757|IPR007029|IPR018303|IPR027256
CK_00056927,IPR001757|IPR004014|IPR006068|IPR018303
CK_00056928,IPR001757|IPR006068|IPR018303
CK_00056929,IPR012725|IPR013126|IPR018181
CK_00056930,IPR000792
CK_00056931,IPR000792
CK_00056932,IPR000792
CK_00056933,IPR016040|IPR026390
CK_00056934,IPR001509
CK_00056935,IPR001509
CK_00056936,IPR001509
CK_00056937,IPR001509|IPR005886
CK_00056938,IPR016040
CK_00056939,IPR001509
CK_00056940,IPR001509
CK_00056941,IPR000056|IPR026019
CK_00056942,IPR003331|IPR029767
CK_00056943,IPR000943|IPR007627|IPR007630|IPR009042|IPR014284
CK_00056944,IPR000943|IPR007624|IPR007627|IPR007630|IPR009042|IPR014284
CK_00056945,IPR007627|IPR014284
CK_00056947,IPR005804
CK_00056948,IPR007627|IPR007630|IPR014284
CK_00056949,IPR007627|IPR014284
CK_00056953,IPR000330|IPR001650|IPR014001|IPR025202
CK_00056954,IPR018310|IPR040980
CK_00056955,IPR006935
CK_00056956,IPR002941
CK_00056957,IPR003615
CK_00056958,IPR007627
CK_00056959,IPR007555|IPR041650
CK_00056960,IPR009537|IPR012327
CK_00056961,IPR011639
CK_00056962,IPR047679
CK_00056964,IPR001525|IPR018117
CK_00056965,IPR001525
CK_00056966,IPR002052|IPR002941
CK_00056967,IPR002052|IPR002941
CK_00056968,IPR002052|IPR003356|IPR022749
CK_00056969,IPR002052|IPR003356|IPR022749
CK_00056970,IPR003356|IPR022749
CK_00056971,IPR003356|IPR007421|IPR022749
CK_00056972,IPR002052|IPR003356|IPR004546|IPR022749
CK_00056973,IPR002052|IPR003356|IPR004546|IPR022749
CK_00056974,IPR002052|IPR003356|IPR022749
CK_00056975,IPR002052|IPR003356|IPR022749
CK_00056976,IPR022749
CK_00056977,IPR002052|IPR003356|IPR022749
CK_00056978,IPR002052|IPR003356|IPR022749
CK_00056979,IPR002052|IPR003356|IPR022749
CK_00056980,IPR007421
CK_00056981,IPR000055
CK_00056982,IPR000055
CK_00056983,IPR002052|IPR003356|IPR022749
CK_00056984,IPR000055
CK_00056985,IPR001650|IPR006935|IPR014001
CK_00056986,IPR001650|IPR021835
CK_00056987,IPR041459
CK_00056988,IPR003356
CK_00056989,IPR000055
CK_00056990,IPR001650|IPR006935|IPR013670|IPR014001
CK_00056991,IPR001650|IPR006935|IPR013670|IPR014001
CK_00056992,IPR001650|IPR006935|IPR013670|IPR014001
CK_00056993,IPR000055
CK_00056994,IPR000055
CK_00056995,IPR000055
CK_00056996,IPR000055
CK_00056997,IPR000055
CK_00056998,IPR000055
CK_00057000,IPR000055
CK_00057001,IPR000055
CK_00057002,IPR000055
CK_00057003,IPR004473|IPR007409|IPR014001|IPR040980
CK_00057004,IPR004473|IPR007409|IPR014001|IPR040980
CK_00057005,IPR004473|IPR007409|IPR014001|IPR021810|IPR040980
CK_00057006,IPR004473|IPR007409|IPR014001|IPR021810|IPR040980
CK_00057007,IPR004473|IPR007409|IPR014001|IPR021810|IPR040980
CK_00057008,IPR000055
CK_00057009,IPR000055
CK_00057010,IPR000055
CK_00057011,IPR000055
CK_00057012,IPR000055
CK_00057013,IPR000055
CK_00057014,IPR000055
CK_00057015,IPR000055
CK_00057016,IPR000055
CK_00057017,IPR002941|IPR003115
CK_00057018,IPR002941|IPR003115
CK_00057019,IPR003115
CK_00057020,IPR025841
CK_00057021,IPR025841
CK_00057022,IPR021810
CK_00057023,IPR001525|IPR018117
CK_00057024,IPR001525|IPR018117|IPR031303
CK_00057025,IPR001525|IPR018117|IPR031303
CK_00057026,IPR005119
CK_00057027,IPR011639|IPR047939
CK_00057029,IPR005119
CK_00057030,IPR005119
CK_00057032,IPR003356
CK_00057033,IPR000847|IPR005119
CK_00057034,IPR002052|IPR003356|IPR022749
CK_00057035,IPR002052|IPR003356|IPR022749
CK_00057038,IPR001650|IPR006935|IPR014001|IPR021835|IPR025202
CK_00057039,IPR002711|IPR011146
CK_00057040,IPR002711
CK_00057041,IPR011146
CK_00057043,IPR003615
CK_00057044,IPR003615
CK_00057045,IPR002052|IPR011639
CK_00057046,IPR011639
CK_00057047,IPR018310
CK_00057048,IPR018310
CK_00057049,IPR006342
CK_00057050,IPR018310
CK_00057051,IPR001650|IPR006935|IPR014001|IPR039442
CK_00057052,IPR001650|IPR005114|IPR006935|IPR014001|IPR039442
CK_00057053,IPR001650|IPR005114|IPR006935|IPR014001|IPR039442
CK_00057054,IPR001650|IPR005114|IPR006935|IPR014001|IPR039442
CK_00057055,IPR001650|IPR005114|IPR006935|IPR014001|IPR039442
CK_00057056,IPR001650|IPR005114|IPR006935|IPR014001|IPR039442
CK_00057057,IPR014016|IPR014017
CK_00057058,IPR001765|IPR015892
CK_00057061,IPR003439|IPR005074|IPR011527|IPR017871
CK_00057062,IPR001509
CK_00057063,IPR003439|IPR017871
CK_00057065,IPR003439|IPR005074|IPR011527
CK_00057066,IPR003439|IPR005074|IPR011527|IPR025662
CK_00057067,IPR003439|IPR011527|IPR017871
CK_00057068,IPR003439|IPR011527
CK_00057069,IPR003439|IPR011527|IPR017871
CK_00057071,IPR003439|IPR011527|IPR017871
CK_00057072,IPR003439|IPR005074|IPR017871
CK_00057074,IPR003594|IPR003660|IPR003661|IPR005467
CK_00057075,IPR001509
CK_00057077,IPR000811|IPR011833|IPR035090
CK_00057079,IPR006059
CK_00057081,IPR000515|IPR005667|IPR011866
CK_00057082,IPR000515|IPR005667|IPR011865
CK_00057083,IPR003439|IPR011527|IPR017871
CK_00057084,IPR000326|IPR018296
CK_00057086,IPR001173
CK_00057087,IPR003251|IPR008434
CK_00057088,IPR015590
CK_00057089,IPR015590|IPR029510
CK_00057090,IPR001750
CK_00057091,IPR002694|IPR006171|IPR013264
CK_00057092,IPR022441|IPR024519|IPR039448
CK_00057093,IPR000192|IPR010970|IPR020578
CK_00057095,IPR025458
CK_00057097,IPR003439
CK_00057098,IPR000873|IPR025110
CK_00057099,IPR013708
CK_00057100,IPR011611
CK_00057101,IPR003594|IPR003661|IPR005467
CK_00057102,IPR001509
CK_00057103,IPR001623
CK_00057104,IPR025103|IPR041677|IPR041679|IPR049468
CK_00057105,IPR013584|IPR041677|IPR041679
CK_00057106,IPR005814|IPR049704
CK_00057107,IPR005814
CK_00057108,IPR003439|IPR004606|IPR005116|IPR011868|IPR017871
CK_00057110,IPR038726
CK_00057112,IPR012447
CK_00057114,IPR001173
CK_00057115,IPR013691
CK_00057117,IPR013217
CK_00057118,IPR002328|IPR013149|IPR013154
CK_00057119,IPR005490
CK_00057122,IPR027565
CK_00057125,IPR003718
CK_00057127,IPR005240
CK_00057128,IPR022643|IPR022644
CK_00057130,IPR018392
CK_00057132,IPR029471
CK_00057134,IPR000515|IPR003439|IPR011867|IPR017871
CK_00057137,IPR017896
CK_00057138,IPR003495|IPR004392
CK_00057139,IPR001226|IPR008254
CK_00057140,IPR002830|IPR048304|IPR049381|IPR049383
CK_00057141,IPR001041|IPR006058|IPR010241
CK_00057142,IPR005123|IPR044862
CK_00057143,IPR003423
CK_00057144,IPR003423
CK_00057146,IPR003423
CK_00057147,IPR006439|IPR041492
CK_00057148,IPR003329|IPR005493
CK_00057150,IPR030810
CK_00057152,IPR023753
CK_00057153,IPR030960
CK_00057154,IPR030960
CK_00057155,IPR016071
CK_00057158,IPR016071
CK_00057159,IPR003439|IPR017871|IPR018632
CK_00057161,IPR022275|IPR032317
CK_00057162,IPR038731
CK_00057163,IPR000297
CK_00057164,IPR000297
CK_00057165,IPR000297
CK_00057166,IPR001296
CK_00057167,IPR003615
CK_00057168,IPR001046
CK_00057169,IPR004045|IPR004046|IPR010987
CK_00057170,IPR003439|IPR005666|IPR013611|IPR017871
CK_00057172,IPR022796
CK_00057174,IPR022244
CK_00057175,IPR012903
CK_00057176,IPR012903|IPR022516
CK_00057177,IPR012903|IPR022516
CK_00057178,IPR012903|IPR022516
CK_00057179,IPR012903|IPR022516
CK_00057180,IPR012903
CK_00057181,IPR012903|IPR022516
CK_00057182,IPR000160
CK_00057184,IPR012903|IPR022516
CK_00057185,IPR012903|IPR022516
CK_00057186,IPR012903|IPR022516
CK_00057187,IPR000792|IPR001789
CK_00057193,IPR012668
CK_00057195,IPR000595|IPR002641
CK_00057196,IPR000160|IPR003018
CK_00057197,IPR003439|IPR017871
CK_00057198,IPR012668
CK_00057203,IPR003329|IPR005814
CK_00057204,IPR005814
CK_00057205,IPR005814
CK_00057207,IPR001451|IPR018357
CK_00057208,IPR003329
CK_00057211,IPR013658
CK_00057215,IPR027785
CK_00057216,IPR027785
CK_00057217,IPR011766|IPR012000|IPR012001
CK_00057218,IPR019734
CK_00057219,IPR001757|IPR006121|IPR018303|IPR027256
CK_00057220,IPR001017
CK_00057221,IPR013345
CK_00057223,IPR003362
CK_00057224,IPR003362
CK_00057226,IPR002104
CK_00057227,IPR000917|IPR024607
CK_00057228,IPR000917|IPR024607
CK_00057229,IPR000917|IPR024607
CK_00057232,IPR001538
CK_00057238,IPR005490
CK_00057239,IPR005490
CK_00057240,IPR005490
CK_00057241,IPR005490
CK_00057242,IPR005490
CK_00057243,IPR002196|IPR002477
CK_00057244,IPR018060
CK_00057249,IPR025487|IPR048793
CK_00057251,IPR041657
CK_00057252,IPR022300|IPR022488
CK_00057253,IPR001117|IPR002355|IPR006311|IPR011706|IPR011707
CK_00057254,IPR001322|IPR004843|IPR008334|IPR018946|IPR032093
CK_00057256,IPR000425|IPR022357
CK_00057257,IPR005135|IPR008334
CK_00057260,IPR004838|IPR004839
CK_00057261,IPR013154|IPR014187
CK_00057264,IPR013839
CK_00057266,IPR007197|IPR023885
CK_00057267,IPR007197|IPR023885
CK_00057268,IPR007197|IPR023885
CK_00057269,IPR005835|IPR006543|IPR006549|IPR013954
CK_00057270,IPR004821|IPR012698
CK_00057271,IPR004821
CK_00057272,IPR001173
CK_00057273,IPR002734
CK_00057276,IPR005669|IPR034408
CK_00057277,IPR019734
CK_00057278,IPR001343|IPR013858|IPR018511
CK_00057279,IPR038731
CK_00057281,IPR001296|IPR038731
CK_00057282,IPR001296|IPR028098
CK_00057283,IPR000917|IPR024607
CK_00057284,IPR000262|IPR008259|IPR037396
CK_00057285,IPR000537
CK_00057287,IPR014819|IPR015330
CK_00057291,IPR022240
CK_00057292,IPR013858|IPR018511
CK_00057293,IPR009875
CK_00057294,IPR001503
CK_00057296,IPR000917|IPR024607
CK_00057298,IPR005532
CK_00057299,IPR001296|IPR028098
CK_00057300,IPR000917
CK_00057301,IPR001962|IPR006426|IPR017932
CK_00057304,IPR001818
CK_00057307,IPR001304|IPR001343|IPR002126|IPR018511
CK_00057310,IPR001343|IPR002126|IPR010620|IPR013431|IPR018511
CK_00057311,IPR001343|IPR018511
CK_00057313,IPR007280
CK_00057314,IPR002126|IPR026906
CK_00057319,IPR005077|IPR016134|IPR040853
CK_00057321,IPR001296|IPR022623
CK_00057322,IPR001296|IPR022623
CK_00057325,IPR001173
CK_00057326,IPR026881
CK_00057328,IPR000792
CK_00057329,IPR005331
CK_00057330,IPR002523|IPR004488
CK_00057331,IPR007803
CK_00057332,IPR008775
CK_00057334,IPR006045
CK_00057335,IPR008441
CK_00057336,IPR000644|IPR006190|IPR013022|IPR013132|IPR013974
CK_00057337,IPR001173
CK_00057338,IPR013022|IPR013132
CK_00057340,IPR013132|IPR015899
CK_00057342,IPR003715|IPR019554
CK_00057346,IPR000863
CK_00057347,IPR003715|IPR019554
CK_00057348,IPR000863
CK_00057351,IPR002762
CK_00057352,IPR028081
CK_00057354,IPR003869|IPR020025
CK_00057355,IPR001646
CK_00057356,IPR001173
CK_00057357,IPR001173
CK_00057358,IPR001173
CK_00057359,IPR012447
CK_00057360,IPR012447
CK_00057364,IPR025487
CK_00057365,IPR025487
CK_00057366,IPR025487
CK_00057367,IPR007332
CK_00057368,IPR007332
CK_00057369,IPR007715
CK_00057370,IPR007715
CK_00057371,IPR007715
CK_00057372,IPR007715
CK_00057373,IPR004638|IPR011701|IPR020846
CK_00057374,IPR011701|IPR020846
CK_00057375,IPR019734
CK_00057376,IPR013105|IPR019734
CK_00057378,IPR019734|IPR025714
CK_00057379,IPR025714
CK_00057381,IPR010621|IPR010679
CK_00057382,IPR010621|IPR010679
CK_00057383,IPR010621|IPR010679
CK_00057384,IPR010621|IPR010679
CK_00057385,IPR010621|IPR010679
CK_00057386,IPR010621|IPR010679
CK_00057390,IPR002711|IPR006935|IPR014001
CK_00057393,IPR006059
CK_00057394,IPR005835|IPR006543|IPR006549
CK_00057396,IPR013216
CK_00057397,IPR038731
CK_00057405,IPR012310|IPR016059|IPR029319
CK_00057408,IPR000504
CK_00057409,IPR001297|IPR008213
CK_00057410,IPR001297|IPR008213
CK_00057413,IPR001646
CK_00057417,IPR032317
CK_00057418,IPR014030|IPR014031|IPR018201|IPR020841
CK_00057419,IPR000873|IPR005814|IPR006162|IPR009081|IPR014030|IPR014031|IPR020841|IPR020845|IPR049704
CK_00057420,IPR004136|IPR009081|IPR014030|IPR014031|IPR014043|IPR018201|IPR020841
CK_00057421,IPR001919
CK_00057422,IPR001223|IPR001919
CK_00057423,IPR041698
CK_00057424,IPR013216
CK_00057425,IPR013216
CK_00057426,IPR006153
CK_00057427,IPR001128|IPR017972
CK_00057429,IPR003439
CK_00057430,IPR000644|IPR002550|IPR005170
CK_00057441,IPR007560
CK_00057506,IPR041107
CK_00057548,IPR017039
CK_00057549,IPR000518
CK_00057550,IPR000760|IPR020550|IPR020583
CK_00057551,IPR000683
CK_00057552,IPR000653
CK_00057553,IPR000653
CK_00057554,IPR000644|IPR000653
CK_00057555,IPR000653
CK_00057556,IPR000653
CK_00057557,IPR000653|IPR020026
CK_00057558,IPR003439|IPR011527|IPR017871
CK_00057559,IPR003439|IPR011527|IPR017871
CK_00057560,IPR003439|IPR011527|IPR017871
CK_00057561,IPR003439|IPR017871
CK_00057562,IPR000888
CK_00057563,IPR000653
CK_00057564,IPR000653
CK_00057565,IPR000653
CK_00057566,IPR001173
CK_00057568,IPR003439|IPR017871
CK_00057569,IPR001173
CK_00057575,IPR001054|IPR041664
CK_00057576,IPR001054
CK_00057577,IPR001054|IPR007890
CK_00057578,IPR001054|IPR007890
CK_00057580,IPR024983
CK_00057581,IPR024983
CK_00057582,IPR000595
CK_00057584,IPR024983
CK_00057586,IPR001254|IPR048165
CK_00057587,IPR002126|IPR025282
CK_00057589,IPR001789|IPR001867
CK_00057592,IPR007497
CK_00057594,IPR001087|IPR001343|IPR018511|IPR025193
CK_00057596,IPR019734|IPR029489
CK_00057597,IPR005546|IPR006315
CK_00057598,IPR005594
CK_00057599,IPR005594
CK_00057600,IPR006037|IPR006153
CK_00057605,IPR014985
CK_00057606,IPR001223|IPR001919
CK_00057607,IPR001701|IPR001919|IPR018221|IPR033126
CK_00057613,IPR012869
CK_00057614,IPR018060
CK_00057616,IPR000330|IPR001650|IPR014001
CK_00057617,IPR001650|IPR011545|IPR014001|IPR018973
CK_00057618,IPR007694
CK_00057620,IPR000182
CK_00057621,IPR001098|IPR002562
CK_00057626,IPR005135
CK_00057628,IPR002711
CK_00057634,IPR001343|IPR019791
CK_00057635,IPR019791
CK_00057648,IPR001451|IPR018357
CK_00057649,IPR027791
CK_00057650,IPR015168
CK_00057651,IPR023801
CK_00057652,IPR008840
CK_00057655,IPR001119|IPR007049|IPR047684
CK_00057656,IPR001119|IPR047684
CK_00057657,IPR001119|IPR007049|IPR047684
CK_00057658,IPR001119|IPR007049|IPR047684
CK_00057659,IPR007049|IPR047684
CK_00057661,IPR002771
CK_00057662,IPR011716|IPR019734|IPR025714
CK_00057663,IPR019734
CK_00057666,IPR010126
CK_00057668,IPR001233
CK_00057669,IPR003594|IPR003661|IPR005467
CK_00057670,IPR002104
CK_00057671,IPR025841
CK_00057679,IPR006119
CK_00057681,IPR001304
CK_00057683,IPR001343|IPR003644|IPR019960|IPR030916
CK_00057684,IPR001343|IPR018511|IPR030916|IPR048165
CK_00057685,IPR000132|IPR003010
CK_00057686,IPR041698
CK_00057687,IPR006342|IPR019734
CK_00057689,IPR000421|IPR006342
CK_00057690,IPR041115
CK_00057695,IPR025870
CK_00057698,IPR002168|IPR013094|IPR033140
CK_00057699,IPR000653
CK_00057700,IPR000653
CK_00057701,IPR000653
CK_00057702,IPR000653
CK_00057703,IPR000653
CK_00057704,IPR000653|IPR012749
CK_00057705,IPR000653
CK_00057706,IPR000653
CK_00057707,IPR001992|IPR018076
CK_00057711,IPR001173|IPR001296
CK_00057712,IPR001173
CK_00057713,IPR001173
