SeqCluster,Pfam_result
CK_00036008,PF00535
CK_00036016,PF04413
CK_00036019,PF13533
CK_00036020,PF03567
CK_00036022,PF07864
CK_00036029,PF00903
CK_00036035,PF14105
CK_00036051,PF01636|PF17914
CK_00036055,PF01161
CK_00036059,PF12204|PF21053
CK_00036061,PF13579|PF13692
CK_00036070,PF18919
CK_00036076,PF02493
CK_00036092,PF03358
CK_00036099,PF05235
CK_00036100,PF09594
CK_00036123,PF12159
CK_00036139,PF10929
CK_00036144,PF05721
CK_00036148,PF08241
CK_00036164,PF01636
CK_00036173,PF02604
CK_00036190,PF10929
CK_00036237,PF00436
CK_00036271,PF13515
CK_00036280,PF19040
CK_00036298,PF00685
CK_00036301,PF03840
CK_00036302,PF00702
CK_00036312,PF05721
CK_00036315,PF03372
CK_00036321,PF00504
CK_00036324,PF17032
CK_00036327,PF13489
CK_00036328,PF12518
CK_00036347,PF20155
CK_00036380,PF13489
CK_00036388,PF11282
CK_00036426,PF00535
CK_00036434,PF19866
CK_00036442,PF01863
CK_00036450,PF08241
CK_00036455,PF05721
CK_00036457,PF13578
CK_00036463,PF01261
CK_00036491,PF01041
CK_00036492,PF05199
CK_00036522,PF12224
CK_00036559,PF05396
CK_00036591,PF07862
CK_00036659,PF13489
CK_00036689,PF10615
CK_00036702,PF02951
CK_00036704,PF00403
CK_00036717,PF00504
CK_00036732,PF11146
CK_00036747,PF09233
CK_00036750,PF02086
CK_00036754,PF00294|PF01467
CK_00036760,PF02275
CK_00036762,PF00353
CK_00036768,PF01553|PF05159
CK_00036772,PF02450
CK_00036773,PF01402
CK_00036794,PF11139
CK_00036832,PF04014
CK_00036836,PF00589
CK_00036838,PF20797
CK_00036850,PF01061
CK_00036851,PF07992
CK_00036869,PF13356
CK_00036872,PF00563|PF05228
CK_00036882,PF01370
CK_00036898,PF03992
CK_00036901,PF04055
CK_00036904,PF16363
CK_00036913,PF03641
CK_00036924,PF04055|PF13186|PF13353
CK_00036939,PF04306
CK_00036943,PF02245
CK_00036946,PF00595
CK_00036947,PF01909
CK_00036948,PF02463
CK_00036954,PF00654
CK_00036955,PF10923
CK_00036957,PF07669
CK_00036959,PF21553
CK_00036962,PF00271|PF03118|PF04851
CK_00036979,PF01797
CK_00036985,PF04577
CK_00036988,PF02517
CK_00037007,PF13413
CK_00037008,PF13704
CK_00037032,PF03567
CK_00037033,PF13561
CK_00037037,PF04383
CK_00037061,PF00270|PF00271|PF09369
CK_00037099,PF13946
CK_00037102,PF00535
CK_00037107,PF04055|PF13353
CK_00037123,PF13489
CK_00037126,PF12102|PF13020
CK_00037127,PF10544
CK_00037135,PF13231
CK_00037139,PF03547
CK_00037140,PF00589|PF13495
CK_00037157,PF03016
CK_00037162,PF09851
CK_00037175,PF19588
CK_00037202,PF00583
CK_00037217,PF23019
CK_00037232,PF13469
CK_00037235,PF13480
CK_00037238,PF02706
CK_00037257,PF13440
CK_00037323,PF00535
CK_00037324,PF00852
CK_00037327,PF02698
CK_00037336,PF04851|PF19778
CK_00037344,PF01555
CK_00037345,PF14335
CK_00037400,PF04055
CK_00037403,PF02979
CK_00037405,PF05686
CK_00037427,PF14296
CK_00037429,PF13088
CK_00037460,PF07963
CK_00037471,PF14279
CK_00037479,PF00533
CK_00037502,PF13181
CK_00037504,PF05421
CK_00037506,PF00893
CK_00037507,PF07045
CK_00037510,PF10707
CK_00037520,PF09851
CK_00037528,PF00239
CK_00037539,PF07669
CK_00037546,PF05076
CK_00037550,PF09851
CK_00037556,PF13414
CK_00037580,PF00534
CK_00037586,PF08241
CK_00037593,PF02826
CK_00037595,PF03102
CK_00037597,PF05212
CK_00037601,PF00534
CK_00037610,PF12518
CK_00037616,PF00657
CK_00037617,PF05721
CK_00037620,PF00501
CK_00037621,PF00550
CK_00037622,PF00296
CK_00037625,PF05721
CK_00037627,PF13640
CK_00037636,PF00239
CK_00037642,PF13181
CK_00037643,PF01844
CK_00037649,PF02036
CK_00037652,PF14518
CK_00037659,PF13240
CK_00037660,PF07940|PF16889
CK_00037662,PF01593|PF07992
CK_00037666,PF06736
CK_00037669,PF00534|PF12000
CK_00037672,PF13579
CK_00037699,PF00353|PF08548
CK_00037708,PF13531
CK_00037725,PF09345
CK_00037728,PF04909
CK_00037733,PF01593
CK_00037737,PF12974
CK_00037744,PF07864
CK_00037764,PF00353
CK_00037775,PF13505
CK_00037785,PF01061
CK_00037796,PF03895|PF05658
CK_00037813,PF13649
CK_00037827,PF11460
CK_00037828,PF00501
CK_00037858,PF12161
CK_00037878,PF00118
CK_00037882,PF00583
CK_00037886,PF00301
CK_00037891,PF00487
CK_00037894,PF00487
CK_00037904,PF00550
CK_00037905,PF16363
CK_00037926,PF11924
CK_00037936,PF00534
CK_00037986,PF13148
CK_00038016,PF01545
CK_00038044,PF14559
CK_00038046,PF07883
CK_00038055,PF03567
CK_00038075,PF13469
CK_00038083,PF00353
CK_00038115,PF02604
CK_00038116,PF01850
CK_00038130,PF08241
CK_00038131,PF15632|PF21360
CK_00038132,PF16576
CK_00038135,PF05721
CK_00038151,PF01547
CK_00038154,PF00593|PF07715
CK_00038172,PF00581|PF11127
CK_00038174,PF01755
CK_00038209,PF13489
CK_00038211,PF04339
CK_00038218,PF11317
CK_00038235,PF00483
CK_00038254,PF13614
CK_00038263,PF00504
CK_00038267,PF13649
CK_00038278,PF05721
CK_00038281,PF12849
CK_00038282,PF00293
CK_00038302,PF00535
CK_00038305,PF13191
CK_00038321,PF04982
CK_00038325,PF11061
CK_00038349,PF01797
CK_00038351,PF01583
CK_00038352,PF08241
CK_00038355,PF13469
CK_00038357,PF12804
CK_00038360,PF18480
CK_00038362,PF00391|PF01326
CK_00038364,PF00117
CK_00038365,PF01235
CK_00038371,PF13384
CK_00038374,PF07864
CK_00038382,PF19451
CK_00038416,PF08241
CK_00038431,PF07669
CK_00038438,PF01661
CK_00038440,PF00805|PF13576
CK_00038452,PF05618|PF08443|PF18030
CK_00038462,PF07862
CK_00038471,PF22882
CK_00038474,PF14667
CK_00038479,PF01134
CK_00038485,PF00535
CK_00038486,PF02537
CK_00038513,PF03567
CK_00038519,PF12518
CK_00038523,PF20589
CK_00038524,PF20045
CK_00038530,PF00583
CK_00038537,PF00196
CK_00038540,PF04233
CK_00038544,PF00135
CK_00038556,PF12518
CK_00038565,PF00216
CK_00038590,PF03567
CK_00038592,PF00534
CK_00038599,PF13469
CK_00038641,PF07927
CK_00038642,PF01850
CK_00038662,PF01510
CK_00038668,PF00589
CK_00038676,PF01050
CK_00038682,PF16363
CK_00038695,PF10825
CK_00038707,PF13469
CK_00038708,PF13419
CK_00038712,PF07507
CK_00038715,PF00852
CK_00038735,PF11139
CK_00038776,PF03091
CK_00038789,PF13489
CK_00038820,PF13471
CK_00038831,PF13640
CK_00038884,PF11302
CK_00038901,PF06537
CK_00038904,PF08241
CK_00038913,PF07864
CK_00038975,PF05656
CK_00038986,PF00515|PF13181
CK_00038988,PF01797
CK_00039007,PF07862
CK_00039011,PF04577
CK_00039012,PF13469
CK_00039013,PF13450
CK_00039015,PF00353
CK_00039016,PF05721
CK_00039017,PF07382
CK_00039019,PF01402
CK_00039024,PF00535
CK_00039028,PF05721
CK_00039043,PF14105
CK_00039044,PF01909
CK_00039047,PF00353
CK_00039062,PF02666
CK_00039068,PF13306
CK_00039072,PF00239
CK_00039081,PF00274
CK_00039084,PF10825
CK_00039085,PF05721
CK_00039086,PF04321
CK_00039089,PF02245
CK_00039092,PF08849
CK_00039103,PF02245
CK_00039108,PF10999
CK_00039115,PF02366
CK_00039121,PF08681
CK_00039124,PF03062
CK_00039142,PF01757
CK_00039147,PF05866
CK_00039148,PF00176|PF00271
CK_00039154,PF03796
CK_00039157,PF22537
CK_00039162,PF01755
CK_00039172,PF06026
CK_00039185,PF06779
CK_00039194,PF04014
CK_00039198,PF00028
CK_00039200,PF01370
CK_00039212,PF01850
CK_00039213,PF01636
CK_00039228,PF00353
CK_00039260,PF01061
CK_00039287,PF13367
CK_00039301,PF16363
CK_00039312,PF12518
CK_00039313,PF00465
CK_00039338,PF01041
CK_00039339,PF00589
CK_00039343,PF11334
CK_00039344,PF00353
CK_00039379,PF13455
CK_00039381,PF00535
CK_00039387,PF04464
CK_00039392,PF05050
CK_00039399,PF16363
CK_00039400,PF13091
CK_00039403,PF00535
CK_00039431,PF13481
CK_00039442,PF05930
CK_00039471,PF01795
CK_00039492,PF00353
CK_00039523,PF03414
CK_00039526,PF08241
CK_00039543,PF00535
CK_00039544,PF00534
CK_00039547,PF00550
CK_00039587,PF13148|PF14216
CK_00039614,PF00202
CK_00039617,PF01488
CK_00039625,PF03415
CK_00039644,PF01965
CK_00039648,PF00685
CK_00039657,PF12594
CK_00039674,PF11302
CK_00039682,PF08281
CK_00039685,PF13411
CK_00039687,PF13563
CK_00039688,PF00528
CK_00039693,PF12161
CK_00039695,PF08780
CK_00039697,PF06742|PF06863
CK_00039698,PF03693
CK_00039704,PF13385
CK_00039707,PF02452
CK_00039715,PF01527
CK_00039723,PF00353
CK_00039727,PF13482
CK_00039736,PF01370
CK_00039744,PF01370
CK_00039747,PF04087
CK_00039750,PF13759
CK_00039755,PF13091
CK_00039763,PF01797
CK_00039776,PF16363
CK_00039778,PF12850
CK_00039784,PF15632|PF21360
CK_00039815,PF01943
CK_00039819,PF05685
CK_00039844,PF07007
CK_00039852,PF13231
CK_00039874,PF07862
CK_00039898,PF00155
CK_00039904,PF07862
CK_00039928,PF01402
CK_00039932,PF01636
CK_00039935,PF07862
CK_00039939,PF07862
CK_00039942,PF07862
CK_00039952,PF00413
CK_00039958,PF12849
CK_00039964,PF01648
CK_00039969,PF13355
CK_00039972,PF03279
CK_00039978,PF07864
CK_00039980,PF07862
CK_00039984,PF00565
CK_00039995,PF00353
CK_00039998,PF05050
CK_00040002,PF04214
CK_00040003,PF00940
CK_00040005,PF13671
CK_00040015,PF14296
CK_00040030,PF00596
CK_00040032,PF00534
CK_00040037,PF00353
CK_00040040,PF00353
CK_00040042,PF05930
CK_00040043,PF04577
CK_00040051,PF01755
CK_00040070,PF00005
CK_00040082,PF01370
CK_00040088,PF00535
CK_00040091,PF01797
CK_00040101,PF06172
CK_00040102,PF13844
CK_00040104,PF06067
CK_00040109,PF17963|PF19077
CK_00040110,PF07963
CK_00040118,PF00534
CK_00040141,PF02661
CK_00040168,PF00293
CK_00040172,PF03567
CK_00040198,PF22494
CK_00040200,PF00881
CK_00040223,PF01370
CK_00040258,PF11302
CK_00040291,PF02322
CK_00040305,PF07878
CK_00040350,PF13439|PF13692
CK_00040373,PF13649
CK_00040375,PF09335
CK_00040389,PF00682|PF07836
CK_00040390,PF03567
CK_00040391,PF09290
CK_00040423,PF01435
CK_00040428,PF00535
CK_00040434,PF13649
CK_00040444,PF13306
CK_00040447,PF03721
CK_00040449,PF00984
CK_00040454,PF12705
CK_00040459,PF05099
CK_00040461,PF13020
CK_00040502,PF01402
CK_00040537,PF05016
CK_00040576,PF14020
CK_00040579,PF04966
CK_00040581,PF04338|PF13174
CK_00040582,PF01494
CK_00040633,PF10544
CK_00040639,PF01914
CK_00040650,PF05050
CK_00040670,PF13489
CK_00040671,PF01408
CK_00040672,PF00551
CK_00040675,PF01408
CK_00040676,PF01476
CK_00040681,PF04657
CK_00040689,PF13437|PF13533
CK_00040690,PF02452
CK_00040692,PF07963
CK_00040703,PF11061
CK_00040718,PF00490
CK_00040721,PF00665|PF13384|PF22483
CK_00040724,PF05050
CK_00040733,PF00196
CK_00040737,PF00534|PF13477
CK_00040751,PF08241
CK_00040754,PF00027
CK_00040762,PF06941
CK_00040763,PF06941
CK_00040764,PF01420
CK_00040768,PF18765
CK_00040772,PF08241
CK_00040774,PF07963
CK_00040776,PF13578
CK_00040777,PF08707|PF09250|PF13481
CK_00040778,PF00027|PF00924|PF21082
CK_00040785,PF08501
CK_00040786,PF00534
CK_00040794,PF03837
CK_00040796,PF06094
CK_00040814,PF13640
CK_00040820,PF18922
CK_00040875,PF00685
CK_00040876,PF13480
CK_00040877,PF01053
CK_00040889,PF01041
CK_00040897,PF20464|PF20465|PF20466|PF20467|PF20473
CK_00040898,PF07862
CK_00040899,PF13704
CK_00040905,PF13181
CK_00040921,PF00353
CK_00040925,PF06835
CK_00040930,PF07864
CK_00040935,PF13531
CK_00040941,PF00719
CK_00040942,PF13181
CK_00040955,PF01909
CK_00040962,PF05721
CK_00040976,PF03235
CK_00040985,PF01261
CK_00040987,PF07862
CK_00040992,PF07862
CK_00040993,PF07963
CK_00040996,PF00580|PF13361
CK_00040998,PF00959|PF13529
CK_00041009,PF00535
CK_00041012,PF13533
CK_00041021,PF00990|PF18551
CK_00041027,PF12594
CK_00041030,PF00805
CK_00041056,PF12705
CK_00041080,PF05697
CK_00041099,PF11302
CK_00041106,PF00535|PF02348
CK_00041109,PF04685|PF12215
CK_00041128,PF01402
CK_00041143,PF05050
CK_00041151,PF13692
CK_00041152,PF01370
CK_00041155,PF13578
CK_00041168,PF13649
CK_00041172,PF13455
CK_00041188,PF05272
CK_00041211,PF01408
CK_00041215,PF01402
CK_00041220,PF07221
CK_00041225,PF04321
CK_00041232,PF00534
CK_00041234,PF01408
CK_00041239,PF00903|PF13669
CK_00041251,PF10096
CK_00041252,PF10145
CK_00041260,PF02719
CK_00041268,PF00534
CK_00041269,PF02348
CK_00041276,PF13489
CK_00041281,PF05721
CK_00041285,PF14373
CK_00041288,PF14145
CK_00041292,PF01479|PF01728
CK_00041295,PF00353
CK_00041299,PF12684
CK_00041304,PF01370
CK_00041306,PF00903
CK_00041309,PF13640
CK_00041335,PF04278
CK_00041337,PF00685
CK_00041343,PF13489
CK_00041347,PF00929
CK_00041369,PF00733
CK_00041373,PF00550
CK_00041376,PF02373
CK_00041378,PF00534
CK_00041406,PF09852
CK_00041421,PF12680
CK_00041425,PF13533
CK_00041446,PF08242
CK_00041472,PF07483
CK_00041495,PF03382|PF03797|PF13205|PF13620
CK_00041497,PF07081
CK_00041551,PF01061
CK_00041575,PF13671
CK_00041583,PF00543
CK_00041596,PF04326
CK_00041608,PF12965
CK_00041615,PF00590
CK_00041624,PF12518
CK_00041635,PF08241
CK_00041636,PF07969
CK_00041643,PF04991
CK_00041649,PF13355
CK_00041650,PF08239
CK_00041651,PF13489
CK_00041654,PF13181|PF13469
CK_00041656,PF00665|PF13276|PF13683
CK_00041671,PF16261
CK_00041682,PF07862
CK_00041691,PF02779
CK_00041702,PF00515
CK_00041726,PF14307
CK_00041746,PF01127
CK_00041755,PF00551
CK_00041765,PF00672|PF07228
CK_00041767,PF00924|PF21082|PF21088
CK_00041770,PF00126|PF03466
CK_00041772,PF00353
CK_00041773,PF01145
CK_00041778,PF09851|PF13421
CK_00041781,PF00702
CK_00041795,PF07386
CK_00041800,PF00583
CK_00041802,PF13649
CK_00041809,PF02624|PF21084
CK_00041810,PF00589
CK_00041811,PF01741
CK_00041814,PF00226
CK_00041819,PF07021
CK_00041826,PF11867
CK_00041845,PF01943|PF14667
CK_00041849,PF01402
CK_00041941,PF04191
CK_00041947,PF11282
CK_00041961,PF16861
CK_00041994,PF03544
CK_00042022,PF05704
CK_00042045,PF00082|PF03160
CK_00042060,PF01590
CK_00042076,PF00535
CK_00042077,PF11302
CK_00042110,PF00551
CK_00042130,PF00701
CK_00042155,PF02397
CK_00042157,PF13621
CK_00042247,PF03797
CK_00042252,PF19788
CK_00042257,PF01075
CK_00042259,PF01476
CK_00042262,PF08241
CK_00042269,PF04326|PF13749
CK_00042275,PF00654
CK_00042281,PF00353
CK_00042284,PF07883
CK_00042285,PF12705
CK_00042292,PF08241
CK_00042299,PF07883
CK_00042301,PF13649
CK_00042302,PF16258
CK_00042303,PF02668
CK_00042315,PF00535
CK_00042320,PF00990|PF01590
CK_00042324,PF04321
CK_00042326,PF01075
CK_00042327,PF11189
CK_00042336,PF01618
CK_00042341,PF13469
CK_00042345,PF11735
CK_00042359,PF06230|PF17930
CK_00042368,PF14252
CK_00042372,PF04214
CK_00042375,PF00696|PF01842|PF22468
CK_00042376,PF02604
CK_00042377,PF00512|PF13188
CK_00042379,PF00535
CK_00042385,PF00127
CK_00042389,PF01402
CK_00042392,PF05433
CK_00042395,PF00440|PF14246
CK_00042397,PF14602
CK_00042414,PF20045
CK_00042425,PF01553
CK_00042429,PF00353
CK_00042437,PF00909
CK_00042438,PF03976
CK_00042440,PF14305
CK_00042450,PF07864
CK_00042473,PF01744|PF12518
CK_00042486,PF17836
CK_00042506,PF11302
CK_00042513,PF04230
CK_00042533,PF01527
CK_00042551,PF02405
CK_00042572,PF11266
CK_00042579,PF21156
CK_00042584,PF13489
CK_00042630,PF11302
CK_00042652,PF14020
CK_00042674,PF07460
CK_00042677,PF00483
CK_00042679,PF00515|PF13181
CK_00042681,PF08908
CK_00042684,PF00534
CK_00042701,PF00005
CK_00042707,PF13392
CK_00042718,PF00535
CK_00042746,PF13472
CK_00042752,PF10544
CK_00042774,PF05272
CK_00042779,PF00893
CK_00042800,PF04955
CK_00042801,PF07878
CK_00042830,PF02069
CK_00042835,PF00107|PF01408|PF08240|PF22725
CK_00042839,PF00639
CK_00042840,PF13242
CK_00042843,PF01339|PF01739|PF03705|PF08447|PF13188|PF13596
CK_00042847,PF04339
CK_00042855,PF00122
CK_00042867,PF00654
CK_00042910,PF13419
CK_00042914,PF02382|PF19077
CK_00042917,PF14264
CK_00042925,PF01609|PF05598
CK_00042927,PF01253
CK_00042928,PF00082|PF01483
CK_00042929,PF01041
CK_00042938,PF04138
CK_00042949,PF00501
CK_00042951,PF11334
CK_00042958,PF13692
CK_00042993,PF18922
CK_00043002,PF00072|PF04397
CK_00043007,PF08484|PF13489
CK_00043009,PF00691
CK_00043011,PF02698
CK_00043019,PF07864
CK_00043022,PF21537
CK_00043032,PF00128
CK_00043036,PF00534|PF12000
CK_00043062,PF01755
CK_00043065,PF00583
CK_00043081,PF00353
CK_00043087,PF10387
CK_00043095,PF04098
CK_00043097,PF19474
CK_00043115,PF18896
CK_00043121,PF11302
CK_00043141,PF01510
CK_00043143,PF13470
CK_00043172,PF02195
CK_00043174,PF06736
CK_00043189,PF01797
CK_00043197,PF03559
CK_00043199,PF07862
CK_00043238,PF04955
CK_00043243,PF14311
CK_00043264,PF00353|PF13946
CK_00043266,PF03492
CK_00043268,PF04087
CK_00043301,PF00355
CK_00043307,PF07862
CK_00043308,PF00563|PF00990
CK_00043312,PF00990
CK_00043313,PF00990
CK_00043315,PF00990
CK_00043326,PF08241
CK_00043336,PF13640
CK_00043338,PF13202
CK_00043359,PF08241
CK_00043363,PF03567
CK_00043377,PF13453
CK_00043379,PF01479
CK_00043382,PF10929
CK_00043391,PF11334
CK_00043392,PF14269
CK_00043400,PF05045
CK_00043404,PF07804
CK_00043415,PF00126
CK_00043417,PF20341
CK_00043421,PF13683
CK_00043443,PF01740
CK_00043451,PF10359
CK_00043459,PF07963
CK_00043460,PF07444
CK_00043462,PF03054
CK_00043465,PF00702
CK_00043483,PF01695
CK_00043490,PF13455
CK_00043494,PF08241
CK_00043503,PF03364
CK_00043505,PF02321
CK_00043519,PF00485
CK_00043520,PF13759
CK_00043534,PF07927
CK_00043541,PF04932
CK_00043542,PF08241
CK_00043545,PF00353
CK_00043554,PF13578
CK_00043555,PF00565|PF05901
CK_00043558,PF13148
CK_00043559,PF03781|PF07602|PF17963|PF19077
CK_00043579,PF00535|PF05045
CK_00043582,PF14081
CK_00043585,PF11334
CK_00043588,PF07007
CK_00043604,PF01943
CK_00043611,PF06742|PF06863
CK_00043616,PF00504
CK_00043623,PF04464
CK_00043637,PF01863
CK_00043639,PF00940|PF14700
CK_00043643,PF12705
CK_00043657,PF01075
CK_00043667,PF00132
CK_00043682,PF00657
CK_00043686,PF04760
CK_00043703,PF00111
CK_00043707,PF18105
CK_00043713,PF12773
CK_00043742,PF02450
CK_00043747,PF02566
CK_00043752,PF08844
CK_00043753,PF13403
CK_00043783,PF08681
CK_00043785,PF02472
CK_00043786,PF01370
CK_00043791,PF00589
CK_00043794,PF03328
CK_00043811,PF01370
CK_00043817,PF08271
CK_00043819,PF01925
CK_00043821,PF12849
CK_00043827,PF00353
CK_00043833,PF00270|PF00271|PF00570|PF09382|PF16124
CK_00043836,PF03641
CK_00043837,PF01494
CK_00043845,PF05666
CK_00043865,PF14907
CK_00043873,PF02074
CK_00043875,PF00353|PF13946
CK_00043891,PF01656
CK_00043893,PF16363
CK_00043896,PF17375
CK_00043901,PF00733
CK_00043913,PF11924
CK_00043927,PF00480
CK_00043960,PF01636|PF13671
CK_00043962,PF00535
CK_00043963,PF05137
CK_00043964,PF01653
CK_00043970,PF14099
CK_00044017,PF00953
CK_00044021,PF11334
CK_00044025,PF02518
CK_00044045,PF00005
CK_00044056,PF00353
CK_00044060,PF07864
CK_00044079,PF02958
CK_00044085,PF04055
CK_00044091,PF03479
CK_00044103,PF13439|PF13692
CK_00044104,PF09250
CK_00044105,PF20589
CK_00044106,PF00293
CK_00044115,PF01850
CK_00044129,PF00672
CK_00044131,PF10544
CK_00044132,PF13505
CK_00044133,PF13489
CK_00044134,PF00491|PF13202|PF13499
CK_00044137,PF02604
CK_00044138,PF06172
CK_00044139,PF01501
CK_00044147,PF07077
CK_00044152,PF13524
CK_00044156,PF07969
CK_00044160,PF00852
CK_00044161,PF11302
CK_00044166,PF11833
CK_00044167,PF04577
CK_00044168,PF18107
CK_00044171,PF06119
CK_00044199,PF11302
CK_00044222,PF16576
CK_00044224,PF04055|PF13353
CK_00044227,PF09851
CK_00044231,PF04321
CK_00044232,PF02245
CK_00044247,PF00685
CK_00044249,PF11746
CK_00044281,PF00239
CK_00044285,PF05272
CK_00044308,PF07992
CK_00044315,PF13411
CK_00044316,PF00676
CK_00044319,PF00984|PF03720|PF03721
CK_00044348,PF08242
CK_00044352,PF00953
CK_00044357,PF13437|PF13533
CK_00044370,PF01617
CK_00044379,PF13508
CK_00044386,PF02638
CK_00044398,PF13407
CK_00044466,PF05598|PF13586
CK_00044469,PF13384
CK_00044480,PF00353
CK_00044481,PF02719
CK_00044487,PF01235
CK_00044490,PF00353
CK_00044499,PF03783
CK_00044505,PF04542|PF08281
CK_00044510,PF05523
CK_00044517,PF00939
CK_00044532,PF05265
CK_00044535,PF07963
CK_00044540,PF00534|PF12000
CK_00044555,PF01871|PF01875
CK_00044564,PF14105
CK_00044567,PF02694
CK_00044569,PF00353|PF00413|PF17892
CK_00044570,PF08240|PF13602
CK_00044574,PF05618
CK_00044577,PF01042
CK_00044582,PF00353
CK_00044583,PF00893
CK_00044585,PF00893
CK_00044597,PF11371
CK_00044599,PF01850
CK_00044620,PF05618
CK_00044623,PF17990|PF18417
CK_00044625,PF22513
CK_00044628,PF12594
CK_00044664,PF00301|PF02915
CK_00044665,PF01531
CK_00044675,PF00999
CK_00044691,PF02604
CK_00044700,PF03894|PF09363|PF09364
CK_00044701,PF00501
CK_00044722,PF03781
CK_00044724,PF01075
CK_00044726,PF12146
CK_00044728,PF02245
CK_00044747,PF01740
CK_00044760,PF11903
CK_00044761,PF05656
CK_00044762,PF03842
CK_00044765,PF05050
CK_00044768,PF05015
CK_00044773,PF14105
CK_00044774,PF00856
CK_00044790,PF00486
CK_00044797,PF12849
CK_00044805,PF00162
CK_00044817,PF13391
CK_00044818,PF01494
CK_00044838,PF14105
CK_00044839,PF19029
CK_00044841,PF00353
CK_00044846,PF00535
CK_00044853,PF00106
CK_00044854,PF01757
CK_00044856,PF16258
CK_00044860,PF01047
CK_00044873,PF12833
CK_00044882,PF00805
CK_00044902,PF00353
CK_00044910,PF01797
CK_00044913,PF13148
CK_00044925,PF22014
CK_00044929,PF07176
CK_00044943,PF00892
CK_00044947,PF00082
CK_00044949,PF04986|PF14319
CK_00044969,PF00899
CK_00044972,PF14464
CK_00044996,PF00535
CK_00045023,PF06736
CK_00045038,PF01757
CK_00045045,PF00353
CK_00045051,PF00535
CK_00045052,PF13248
CK_00045055,PF02779|PF02780
CK_00045073,PF01545
CK_00045076,PF04851|PF10544
CK_00045087,PF05656
CK_00045094,PF00805
CK_00045105,PF14099
CK_00045116,PF01227
CK_00045117,PF00239|PF13408
CK_00045118,PF01032
CK_00045127,PF01656|PF04471
CK_00045139,PF00892
CK_00045146,PF01402|PF07878
CK_00045158,PF01797
CK_00045167,PF01402
CK_00045179,PF01235
CK_00045184,PF08242
CK_00045185,PF00534|PF13439
CK_00045189,PF13508
CK_00045190,PF00903|PF18029
CK_00045194,PF00476
CK_00045197,PF07862
CK_00045198,PF13524
CK_00045202,PF16363
CK_00045215,PF13481
CK_00045231,PF07386
CK_00045244,PF04989
CK_00045246,PF00487
CK_00045264,PF13489
CK_00045269,PF00535|PF02709
CK_00045270,PF13480
CK_00045275,PF13472
CK_00045290,PF14248
CK_00045293,PF03625
CK_00045320,PF11189
CK_00045322,PF08747
CK_00045324,PF08707
CK_00045327,PF01764
CK_00045359,PF04233|PF06414|PF07498
CK_00045384,PF09832
CK_00045407,PF13304
CK_00045441,PF13365
CK_00045442,PF13242
CK_00045443,PF00196
CK_00045446,PF10145
CK_00045454,PF06199
CK_00045455,PF13489
CK_00045457,PF19668
CK_00045468,PF01569
CK_00045476,PF13649
CK_00045501,PF01797
CK_00045512,PF02452
CK_00045513,PF00903
CK_00045516,PF01594
CK_00045523,PF00515|PF07719
CK_00045524,PF03992
CK_00045527,PF06835
CK_00045528,PF10105
CK_00045537,PF03992
CK_00045539,PF00535
CK_00045564,PF07366
CK_00045566,PF00551|PF02911
CK_00045567,PF05345
CK_00045569,PF10929
CK_00045584,PF13589
CK_00045585,PF17784
CK_00045593,PF12102
CK_00045594,PF04932
CK_00045596,PF13561
CK_00045603,PF13499
CK_00045604,PF07963|PF13768
CK_00045607,PF00353|PF21471
CK_00045611,PF00908
CK_00045613,PF00353|PF12951
CK_00045614,PF13403
CK_00045624,PF13578
CK_00045625,PF12973
CK_00045626,PF01734
CK_00045628,PF08139
CK_00045641,PF05433
CK_00045644,PF00535
CK_00045666,PF00533
CK_00045668,PF13231
CK_00045677,PF04255
CK_00045692,PF00270|PF00271
CK_00045698,PF12594
CK_00045702,PF13181|PF13414
CK_00045710,PF07883
CK_00045714,PF01899
CK_00045717,PF08450
CK_00045733,PF00248
CK_00045739,PF01738
CK_00045750,PF13946|PF14312
CK_00045752,PF09836
CK_00045763,PF00534
CK_00045771,PF13291
CK_00045787,PF13646
CK_00045788,PF04966
CK_00045796,PF00239
CK_00045797,PF02606
CK_00045802,PF13515
CK_00045803,PF03781
CK_00045805,PF01609
CK_00045810,PF06094
CK_00045823,PF07517
CK_00045826,PF13448
CK_00045838,PF05168
CK_00045844,PF13469
CK_00045850,PF13704
CK_00045851,PF13477
CK_00045869,PF05930
CK_00045874,PF13669
CK_00045881,PF00122|PF00689|PF00690|PF00702
CK_00045896,PF00353
CK_00045911,PF05686
CK_00045933,PF04230
CK_00045939,PF13180
CK_00045940,PF14296
CK_00045941,PF13416
CK_00045967,PF02627
CK_00045979,PF02824|PF04607|PF13291|PF13328|PF19296
CK_00045980,PF00106
CK_00045996,PF00589
CK_00046010,PF13578
CK_00046012,PF04228
CK_00046039,PF05656
CK_00046043,PF01408|PF22725
CK_00046048,PF07883
CK_00046050,PF08857
CK_00046066,PF03269
CK_00046093,PF04339
CK_00046095,PF04230
CK_00046097,PF14088
CK_00046098,PF00676
CK_00046102,PF00534|PF13439
CK_00046104,PF00990
CK_00046110,PF00355|PF19112
CK_00046116,PF06806
CK_00046122,PF00533|PF01653|PF03119|PF03120|PF12826|PF14520|PF22745
CK_00046127,PF07388
CK_00046138,PF00353
CK_00046146,PF00145
CK_00046154,PF13489
CK_00046157,PF00353
CK_00046195,PF07864
CK_00046202,PF03692
CK_00046209,PF08245
CK_00046212,PF09851
