SeqCluster,GO_result
CK_00008069,GO:0005524|GO:0016887|GO:0022857|GO:0043190|GO:0055085
CK_00008072,GO:0005524|GO:0016887
CK_00008073,GO:0005524|GO:0016887
CK_00008074,GO:0005524|GO:0016887
CK_00008077,GO:0005524|GO:0016020|GO:0016887|GO:0055085|GO:0140359
CK_00008079,GO:0005524|GO:0016020|GO:0016887|GO:0055085|GO:0140359
CK_00008083,GO:0005524|GO:0016887
CK_00008084,GO:0005524|GO:0016887
CK_00008085,GO:0004176|GO:0004222|GO:0005524|GO:0006508|GO:0008270|GO:0016020|GO:0016887
CK_00008086,GO:0004176|GO:0004222|GO:0005524|GO:0006508|GO:0008270|GO:0016020|GO:0016887
CK_00008087,GO:0004176|GO:0004222|GO:0005524|GO:0006508|GO:0016020|GO:0016887
CK_00008088,GO:0008643|GO:0015288|GO:0016020
CK_00008089,GO:0003677
CK_00008090,GO:0008137|GO:0042773
CK_00008091,GO:0008137|GO:0042773
CK_00008092,GO:0006006|GO:0016620|GO:0050661|GO:0051287
CK_00008093,GO:0006006|GO:0016620|GO:0050661|GO:0051287
CK_00008094,GO:0005524|GO:0046872
CK_00008095,GO:0005515
CK_00008096,GO:0005515
CK_00008097,GO:0051536
CK_00008098,GO:0009055|GO:0022900|GO:0051536|GO:0051537
CK_00008099,GO:0009055|GO:0022900|GO:0051536|GO:0051537
CK_00008100,GO:0003723
CK_00008103,GO:0009058|GO:0009236|GO:0051116
CK_00008104,GO:0004124|GO:0006535
CK_00008105,GO:0006535
CK_00008107,GO:0003677|GO:0003916|GO:0003918|GO:0005524|GO:0006265
CK_00008108,GO:0009143|GO:0047429
CK_00008110,GO:0005515|GO:0006508|GO:0008236
CK_00008111,GO:0046873
CK_00008113,GO:0005525|GO:0006614
CK_00008114,GO:0005976|GO:0016779
CK_00008115,GO:0033743
CK_00008116,GO:0006629
CK_00008117,GO:0006629
CK_00008118,GO:0004129|GO:0009060|GO:0016020|GO:0020037
CK_00008121,GO:0001522|GO:0003723|GO:0009451|GO:0009982
CK_00008122,GO:0005515|GO:0008658
CK_00008123,GO:0003676|GO:0003724|GO:0005524
CK_00008129,GO:0016491
CK_00008130,GO:0016020|GO:0022857|GO:0055085
CK_00008169,GO:0022857|GO:0055085
CK_00008170,GO:0016757
CK_00008171,GO:0004315|GO:0006633
CK_00008172,GO:0009247|GO:0016758
CK_00008185,GO:0000105|GO:0016763
CK_00008207,GO:0005254
CK_00008210,GO:0003700|GO:0006355|GO:0043565
CK_00008265,GO:0016787
CK_00008282,GO:0046914
CK_00008333,GO:0003824|GO:0009116
CK_00008348,GO:0016787
CK_00008374,GO:0022857|GO:0055085
CK_00008421,GO:0003700|GO:0006355
CK_00008429,GO:0000155|GO:0000160|GO:0007165
CK_00008435,GO:0008757
CK_00008484,GO:0005509
CK_00008524,GO:0016757
CK_00008543,GO:0009055|GO:0020037
CK_00008544,GO:0004683|GO:0005516|GO:0006468
CK_00008574,GO:0016020|GO:0055085
CK_00008689,GO:0016747
CK_00008701,GO:0008519|GO:0016020|GO:0072488
CK_00008727,GO:0003677|GO:0006310|GO:0015074
CK_00008737,GO:0004497|GO:0005506|GO:0016705|GO:0020037
CK_00008747,GO:0004784|GO:0016151|GO:0016209
CK_00008752,GO:0016020|GO:0030001|GO:0046873|GO:0055085
CK_00008775,GO:0004497|GO:0005506|GO:0016705|GO:0020037
CK_00008776,GO:0004601|GO:0020037
CK_00008787,GO:0016020|GO:0055085
CK_00008796,GO:0016787
CK_00008849,GO:0007154|GO:0016020
CK_00008855,GO:0004356|GO:0006542
CK_00008856,GO:0016616|GO:0051287
CK_00009005,GO:0004672|GO:0005524|GO:0006468
CK_00009006,GO:0004672|GO:0005524|GO:0006468
CK_00009009,GO:0006537|GO:0015930|GO:0016638|GO:0043231|GO:0051537
CK_00009018,GO:0008033|GO:0052906
CK_00009019,GO:0008685|GO:0016114
CK_00009020,GO:0090529
CK_00009056,GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
CK_00009057,GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
CK_00009058,GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
CK_00009059,GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
CK_00009060,GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
CK_00009061,GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
CK_00009062,GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
CK_00009066,GO:0016757
CK_00009070,GO:0000105|GO:0016763
CK_00009072,GO:0015979|GO:0030089
CK_00009073,GO:0015979|GO:0030089
CK_00009077,GO:0004315|GO:0006633
CK_00009092,GO:0097367|GO:1901135
CK_00009095,GO:0009521|GO:0009767|GO:0016020|GO:0016168|GO:0019684
CK_00009098,GO:0005975
CK_00009101,GO:0051537
CK_00009102,GO:0016491
CK_00009103,GO:0016491|GO:0016668
CK_00009107,GO:0000155|GO:0007165|GO:0016020
CK_00009109,GO:0016829|GO:0017009
CK_00009111,GO:0000287|GO:0003824|GO:0003984|GO:0030976|GO:0034077
CK_00009112,GO:0000287|GO:0003824|GO:0030976
CK_00009115,GO:0005215|GO:0005524|GO:0006812|GO:0016020|GO:0016887|GO:0019829
CK_00009116,GO:0005215|GO:0005524|GO:0006812|GO:0016020|GO:0016887|GO:0019829
CK_00009117,GO:0005215|GO:0005524|GO:0008553|GO:0016020|GO:0016887|GO:0120029
CK_00009119,GO:0016020|GO:0055085
CK_00009120,GO:0004568|GO:0006032|GO:0016998
CK_00009122,GO:0000160
CK_00009123,GO:0000160
CK_00009124,GO:0006812|GO:0008324|GO:0016020|GO:0022857|GO:0055085
CK_00009125,GO:0016020|GO:0022857|GO:0055085
CK_00009129,GO:0016020
CK_00009134,GO:0005524|GO:0016887
CK_00009150,GO:0003676|GO:0004519|GO:0008270
CK_00009152,GO:0016117|GO:0016705
CK_00009154,GO:0004252|GO:0016020
CK_00009166,GO:0016491|GO:0046872
CK_00011865,GO:0004519|GO:0006298
CK_00015534,GO:0004096|GO:0006979|GO:0020037
CK_00017141,GO:0005524|GO:0015112|GO:0015706|GO:0016020|GO:0016887
CK_00023352,GO:0015112|GO:0015706|GO:0016020|GO:0055085
CK_00025674,GO:0003872|GO:0006096
CK_00032631,GO:0005524|GO:0015112|GO:0015706|GO:0016020|GO:0016887
CK_00033056,GO:0004129|GO:0009060|GO:0015990|GO:0016020|GO:0020037
CK_00033109,GO:0009521|GO:0009767|GO:0016020|GO:0016168|GO:0019684
CK_00033154,GO:0008757
CK_00033156,GO:0009055|GO:0022900|GO:0051536|GO:0051537
CK_00033158,GO:0009294
CK_00033160,GO:0000287|GO:0005737|GO:0019509|GO:0043874|GO:0046872
CK_00033163,GO:0009523|GO:0009539|GO:0009767|GO:0015979|GO:0016020|GO:0019684|GO:0020037
CK_00033166,GO:0008137|GO:0042773
CK_00033172,GO:0005985|GO:0016157|GO:0016757
CK_00033174,GO:0004356
CK_00033176,GO:0050660|GO:0071949
CK_00033177,GO:0016614|GO:0050660
CK_00033179,GO:0005524|GO:0016887
CK_00033180,GO:0015109|GO:0015703
CK_00033181,GO:0015109|GO:0015703
CK_00033182,GO:0016020|GO:0055085
CK_00033184,GO:0015112|GO:0015706|GO:0016020|GO:0055085
CK_00033185,GO:0005524|GO:0015112|GO:0015706|GO:0016020|GO:0016887
CK_00033186,GO:0005524|GO:0015112|GO:0015706|GO:0016020|GO:0016887
CK_00033187,GO:0003677|GO:0006355
CK_00033189,GO:0008199
CK_00033190,GO:0003735|GO:0005840|GO:0006412
CK_00033193,GO:0009058|GO:0016851
CK_00033194,GO:0003824|GO:0003908|GO:0006281
CK_00033195,GO:0003824
CK_00033228,GO:0003677|GO:0005524|GO:0016787
CK_00033230,GO:0016757
CK_00033246,GO:0016747
CK_00033261,GO:0005524|GO:0016887
CK_00033266,GO:0003723|GO:0004519|GO:0090304|GO:0110001
CK_00033328,GO:0005524|GO:0016887
CK_00033383,GO:0016874
CK_00033387,GO:0003677
CK_00033420,GO:0015074
CK_00033492,GO:0003677|GO:0004803|GO:0006313
CK_00033585,GO:0016755|GO:0044038
CK_00033691,GO:0008146|GO:0016020
CK_00033751,GO:0003676|GO:0003677|GO:0008168|GO:0008170|GO:0032259
CK_00033768,GO:0003697
CK_00033794,GO:0015074
CK_00033816,GO:0046914
CK_00034135,GO:0008685|GO:0016114
CK_00034174,GO:0016747
CK_00034207,GO:0006486|GO:0008417|GO:0016020
CK_00034225,GO:0005524|GO:0008716|GO:0046872
CK_00034227,GO:0008833|GO:0015074|GO:0016032
CK_00034303,GO:0003676|GO:0004518
CK_00034310,GO:0018193
CK_00034314,GO:0000287|GO:0003824|GO:0030976
CK_00034318,GO:0005509
CK_00034319,GO:0003723
CK_00034324,GO:0016491
CK_00034354,GO:0016020
CK_00034370,GO:0015562|GO:0055085
CK_00034413,GO:0005515
CK_00034478,GO:0016757
CK_00034489,GO:0000156|GO:0000160|GO:0005737|GO:0006935|GO:0008984
CK_00034493,GO:0006935|GO:0007165
CK_00034494,GO:0007165|GO:0016020
CK_00034539,GO:0000155|GO:0000160|GO:0004673|GO:0005737|GO:0006935|GO:0007165
CK_00034586,GO:0008146
CK_00034701,GO:0046873
CK_00034717,GO:0005515
CK_00034756,GO:0005524|GO:0016887
CK_00034774,GO:0003677
CK_00034832,GO:0016757
CK_00034844,GO:0005216|GO:0006811|GO:0016020|GO:0055085
CK_00034872,GO:0016817
CK_00034882,GO:0008643|GO:0015288|GO:0016020
CK_00034884,GO:0000009|GO:0004376|GO:0006506
CK_00034886,GO:0004089|GO:0008270|GO:0015976
CK_00034905,GO:0003677|GO:0006310|GO:0015074
CK_00034941,GO:0019867
CK_00034952,GO:0015485
CK_00034978,GO:0005509
CK_00034984,GO:0004553|GO:0005975
CK_00034990,GO:0016791
CK_00034997,GO:0008146|GO:0016020
CK_00035013,GO:0005515|GO:0007165|GO:0016020
CK_00035024,GO:0005886|GO:0015225|GO:0015878
CK_00035038,GO:0003723|GO:0043571|GO:0051607
CK_00035046,GO:0003677|GO:0003887|GO:0006260
CK_00035244,GO:0016787
CK_00035249,GO:0004640|GO:0006568
CK_00035257,GO:0006629
CK_00035265,GO:0015501|GO:0015813|GO:0016020
CK_00035266,GO:0016020
CK_00035272,GO:0001558|GO:0003700|GO:0097351
CK_00035292,GO:0003697
CK_00035300,GO:0004252|GO:0006508
CK_00035316,GO:0003824|GO:0051536
CK_00035322,GO:0005524|GO:0016887
CK_00035417,GO:0000105
CK_00035420,GO:0000105
CK_00035423,GO:0005975|GO:0016758|GO:0030259
CK_00035426,GO:0016740
CK_00035445,GO:0008146|GO:0016020
CK_00035457,GO:0005515
CK_00035458,GO:0006508|GO:0008236
CK_00035460,GO:0016020|GO:0022857|GO:0055085
CK_00035474,GO:0016757
CK_00035514,GO:0003677|GO:0004519|GO:0009307
CK_00035524,GO:0005509|GO:0009166|GO:0016787
CK_00035537,GO:0008757
CK_00035606,GO:0003700|GO:0006355
CK_00035628,GO:0005384|GO:0030026
CK_00035701,GO:0051119
CK_00035745,GO:0005515
CK_00035830,GO:0015267|GO:0016020|GO:0055085
CK_00035831,GO:0007154|GO:0016020
CK_00035837,GO:0016020
CK_00035939,GO:0005515
CK_00035949,GO:0000271|GO:0016020
CK_00035971,GO:0000287|GO:0003824|GO:0030976|GO:0032923|GO:0033980
CK_00035985,GO:0008654|GO:0016020|GO:0016780
CK_00035992,GO:0016020
CK_00035999,GO:0016757
CK_00036020,GO:0008146|GO:0016020
CK_00036029,GO:0004462|GO:0046872
CK_00036051,GO:0004672|GO:0006468
CK_00036061,GO:0016757
CK_00036092,GO:0016491
CK_00036100,GO:0016758
CK_00036146,GO:0005524|GO:0046872
CK_00036148,GO:0008757
CK_00036237,GO:0003697|GO:0006260
CK_00036298,GO:0008146
CK_00036301,GO:0009306|GO:0015450|GO:0016020
CK_00036315,GO:0003824
CK_00036450,GO:0008757
CK_00036492,GO:0016614
CK_00036559,GO:0019069
CK_00036702,GO:0004363|GO:0006750
CK_00036704,GO:0046872
CK_00036750,GO:0003676|GO:0008168|GO:0009007|GO:0009307|GO:0032259
CK_00036754,GO:0003824|GO:0005975|GO:0009058|GO:0016773|GO:0016779
CK_00036762,GO:0005509
CK_00036768,GO:0000271|GO:0015774|GO:0016746
CK_00036772,GO:0006629|GO:0008374
CK_00036773,GO:0006355
CK_00036832,GO:0003677
CK_00036836,GO:0003677|GO:0006310|GO:0015074
CK_00036850,GO:0016020|GO:0140359
CK_00036851,GO:0016491
CK_00036901,GO:0003824|GO:0051536
CK_00036924,GO:0003824|GO:0051536
CK_00036943,GO:0003677|GO:0003905|GO:0006284
CK_00036946,GO:0005515
CK_00036947,GO:0016779
CK_00036948,GO:0006302|GO:0016887
CK_00036954,GO:0005247|GO:0006821|GO:0016020|GO:0055085
CK_00036957,GO:0003676|GO:0006304|GO:0008168|GO:0032259
CK_00036959,GO:0009058
CK_00036962,GO:0003677|GO:0003899|GO:0005524|GO:0006351|GO:0016787
CK_00036979,GO:0003677|GO:0004803|GO:0006313
CK_00036985,GO:0016757
CK_00036988,GO:0004222|GO:0016020|GO:0071586
CK_00037000,GO:0008270|GO:0016491
CK_00037032,GO:0008146|GO:0016020
CK_00037061,GO:0003676|GO:0005524
CK_00037107,GO:0003824|GO:0051536
CK_00037139,GO:0016020|GO:0055085
CK_00037140,GO:0003677|GO:0006310|GO:0015074
CK_00037202,GO:0016747
CK_00037235,GO:0016755|GO:0044038
CK_00037238,GO:0016020
CK_00037324,GO:0006486|GO:0008417|GO:0016020
CK_00037336,GO:0003677|GO:0005524|GO:0015668|GO:0016787
CK_00037344,GO:0003676|GO:0003677|GO:0008168|GO:0008170|GO:0032259
CK_00037400,GO:0003824|GO:0051536
CK_00037403,GO:0003824|GO:0018822|GO:0046914
CK_00037502,GO:0005515
CK_00037506,GO:0005886|GO:0022857
CK_00037528,GO:0000150|GO:0003677|GO:0006310
CK_00037539,GO:0003676|GO:0006304|GO:0008168|GO:0032259
CK_00037548,GO:0003677|GO:0006310|GO:0015074
CK_00037556,GO:0005515
CK_00037580,GO:0016757
CK_00037586,GO:0008757
CK_00037593,GO:0051287
CK_00037595,GO:0016051
CK_00037601,GO:0016757
CK_00037616,GO:0016788
CK_00037622,GO:0016705
CK_00037636,GO:0000150|GO:0003677|GO:0006310
CK_00037642,GO:0005515
CK_00037643,GO:0003676|GO:0004519|GO:0008270
CK_00037660,GO:0016829
CK_00037662,GO:0016491
CK_00037666,GO:0005267|GO:0015252
CK_00037669,GO:0016757
CK_00037672,GO:0016757
CK_00037699,GO:0005509|GO:0005615
CK_00037708,GO:0140104|GO:1901681|GO:1902358
CK_00037728,GO:0016787
CK_00037733,GO:0016491
CK_00037764,GO:0005509
CK_00037785,GO:0016020|GO:0140359
CK_00037796,GO:0019867
CK_00037878,GO:0005524
CK_00037882,GO:0016747
CK_00037886,GO:0005506|GO:0046872
CK_00037891,GO:0006629
CK_00037894,GO:0006629
CK_00037936,GO:0016757
CK_00038016,GO:0006812|GO:0008324|GO:0016020|GO:0055085
CK_00038055,GO:0008146|GO:0016020
CK_00038083,GO:0005509|GO:0007154|GO:0016020
CK_00038130,GO:0008757
CK_00038131,GO:0005524|GO:0046872
CK_00038132,GO:0016020|GO:0022857|GO:0055085
CK_00038154,GO:0015232|GO:0015886|GO:0019867|GO:0022857|GO:0055085
CK_00038172,GO:0004792
CK_00038183,GO:0005515
CK_00038209,GO:0008757
CK_00038235,GO:0009058
CK_00038349,GO:0003677|GO:0004803|GO:0006313
CK_00038352,GO:0008757
CK_00038362,GO:0005524|GO:0016301|GO:0016310|GO:0016772
CK_00038365,GO:0005283|GO:0006814|GO:0006865|GO:0016020
CK_00038416,GO:0008757
CK_00038431,GO:0003676|GO:0006304|GO:0008168|GO:0032259
CK_00038433,GO:0003677|GO:0006310|GO:0015074
CK_00038452,GO:0005524|GO:0036211|GO:0046872
CK_00038474,GO:0015297|GO:0016020|GO:0042910|GO:0055085
CK_00038479,GO:0005737|GO:0008033|GO:0047151|GO:0050660
CK_00038486,GO:0016020
CK_00038513,GO:0008146|GO:0016020
CK_00038530,GO:0016747
CK_00038537,GO:0006355
CK_00038565,GO:0003677|GO:0030527
CK_00038590,GO:0008146|GO:0016020
CK_00038592,GO:0016757
CK_00038641,GO:0003729
CK_00038662,GO:0008745|GO:0009253
CK_00038668,GO:0003677|GO:0006310|GO:0015074
CK_00038676,GO:0005976|GO:0016779
CK_00038715,GO:0006486|GO:0008417|GO:0016020
CK_00038770,GO:0005524|GO:0046872
CK_00038776,GO:0010038
CK_00038904,GO:0008757
CK_00038975,GO:0016020
CK_00038986,GO:0005515
CK_00038988,GO:0003677|GO:0004803|GO:0006313
CK_00039011,GO:0016757
CK_00039015,GO:0005509
CK_00039017,GO:0003677|GO:0030261|GO:0030527
CK_00039019,GO:0006355
CK_00039031,GO:0005515
CK_00039044,GO:0016779
CK_00039047,GO:0005509
CK_00039062,GO:0004609|GO:0008654
CK_00039068,GO:0005509
CK_00039072,GO:0000150|GO:0003677|GO:0006310
CK_00039081,GO:0004332|GO:0006096
CK_00039089,GO:0003677|GO:0003905|GO:0006284
CK_00039103,GO:0003677|GO:0003905|GO:0006284
CK_00039115,GO:0000030|GO:0006493|GO:0016020
CK_00039142,GO:0016747
CK_00039147,GO:0000287|GO:0006281|GO:0006310
CK_00039148,GO:0005524|GO:0140658
CK_00039154,GO:0003678|GO:0005524|GO:0006260
CK_00039172,GO:0004751|GO:0009052
CK_00039194,GO:0003677
CK_00039198,GO:0005509|GO:0007156|GO:0016020
CK_00039200,GO:0005975|GO:0008712|GO:0050661
CK_00039228,GO:0005509
CK_00039260,GO:0016020|GO:0140359
CK_00039287,GO:0008233
CK_00039313,GO:0016491|GO:0046872
CK_00039339,GO:0003677|GO:0006310|GO:0015074
CK_00039344,GO:0005509
CK_00039387,GO:0016020|GO:0047355
CK_00039471,GO:0008168
CK_00039486,GO:0016020
CK_00039492,GO:0005509
CK_00039523,GO:0005975|GO:0016020|GO:0016758
CK_00039526,GO:0008757
CK_00039544,GO:0016757
CK_00039614,GO:0008483|GO:0030170
CK_00039617,GO:0051287
CK_00039648,GO:0008146
CK_00039682,GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
CK_00039685,GO:0003677|GO:0006355
CK_00039688,GO:0015098|GO:0015689|GO:0016020|GO:0055085
CK_00039707,GO:0003677
CK_00039715,GO:0003677|GO:0004803|GO:0006313
CK_00039723,GO:0005509
CK_00039756,GO:0005515
CK_00039763,GO:0003677|GO:0004803|GO:0006313
CK_00039784,GO:0005524|GO:0046872
CK_00039815,GO:0016020
CK_00039898,GO:0003824|GO:0009058|GO:0030170
CK_00039928,GO:0006355
CK_00039952,GO:0004222|GO:0006508|GO:0008270|GO:0031012
CK_00039964,GO:0000287|GO:0008897
CK_00039972,GO:0016020|GO:0016740
CK_00039995,GO:0005509
CK_00040005,GO:0008703|GO:0009231
CK_00040032,GO:0016757
CK_00040037,GO:0005509
CK_00040040,GO:0005509
CK_00040043,GO:0016757
CK_00040070,GO:0005524|GO:0016887
CK_00040091,GO:0003677|GO:0004803|GO:0006313
CK_00040109,GO:0005509|GO:0007156|GO:0016020
CK_00040118,GO:0016757
CK_00040168,GO:0016787
CK_00040172,GO:0008146|GO:0016020
CK_00040291,GO:0016020
CK_00040373,GO:0008757
CK_00040389,GO:0003824|GO:0008701|GO:0009056|GO:0016833
CK_00040390,GO:0008146|GO:0016020
CK_00040391,GO:0008774|GO:0009056
CK_00040423,GO:0004222|GO:0006508
CK_00040447,GO:0016616|GO:0051287
CK_00040449,GO:0016616|GO:0051287
CK_00040502,GO:0006355
CK_00040579,GO:0008643|GO:0015288|GO:0016020
CK_00040581,GO:0005515
CK_00040582,GO:0071949
CK_00040639,GO:0016020
CK_00040646,GO:0003677|GO:0006310|GO:0015074
CK_00040671,GO:0000166
CK_00040672,GO:0009058
CK_00040675,GO:0000166
CK_00040689,GO:0015031|GO:0016020
CK_00040690,GO:0003677
CK_00040718,GO:0004655|GO:0033014|GO:0046872
CK_00040721,GO:0015074
CK_00040733,GO:0006355
CK_00040737,GO:0016757
CK_00040751,GO:0008757
CK_00040759,GO:0005515
CK_00040762,GO:0008253|GO:0009264
CK_00040763,GO:0008253|GO:0009264
CK_00040764,GO:0003677
CK_00040772,GO:0008757
CK_00040777,GO:0016817
CK_00040778,GO:0016020|GO:0055085
CK_00040785,GO:0004764
CK_00040786,GO:0016757
CK_00040794,GO:0003677|GO:0006259
CK_00040813,GO:0004553|GO:0005975
CK_00040875,GO:0008146
CK_00040877,GO:0019346|GO:0030170
CK_00040897,GO:0003676|GO:0008168|GO:0032259
CK_00040905,GO:0005515
CK_00040921,GO:0005509
CK_00040925,GO:0005886|GO:0015221|GO:0015920
CK_00040935,GO:0015689
CK_00040941,GO:0000287|GO:0004427|GO:0005737|GO:0006796
CK_00040942,GO:0005515
CK_00040955,GO:0016779
CK_00040996,GO:0005524|GO:0016787
CK_00040998,GO:0003796|GO:0009253|GO:0016998
CK_00041080,GO:0006457|GO:0015031
CK_00041085,GO:0003677|GO:0006310|GO:0015074
CK_00041109,GO:0004553
CK_00041128,GO:0006355
CK_00041151,GO:0016757
CK_00041168,GO:0008757
CK_00041211,GO:0000166
CK_00041215,GO:0006355
CK_00041220,GO:0016853
CK_00041232,GO:0016757
CK_00041234,GO:0000166
CK_00041268,GO:0016757
CK_00041292,GO:0003723|GO:0008168|GO:0032259
CK_00041295,GO:0005509
CK_00041335,GO:0015031
CK_00041337,GO:0008146
CK_00041369,GO:0004066|GO:0006529
CK_00041378,GO:0016757
CK_00041551,GO:0016020|GO:0140359
CK_00041575,GO:0005524|GO:0016301
CK_00041583,GO:0006808|GO:0030234
CK_00041615,GO:0008168
CK_00041635,GO:0008757
CK_00041654,GO:0005515
CK_00041656,GO:0015074
CK_00041702,GO:0005515
CK_00041755,GO:0009058
CK_00041765,GO:0007165|GO:0016020
CK_00041767,GO:0016020|GO:0055085
CK_00041770,GO:0003700|GO:0006355
CK_00041772,GO:0005509
CK_00041800,GO:0016747
CK_00041802,GO:0008757
CK_00041810,GO:0003677|GO:0006310|GO:0015074
CK_00041811,GO:0008381|GO:0016020|GO:0034220
CK_00041845,GO:0016020
CK_00041849,GO:0006355
CK_00041994,GO:0055085
CK_00042022,GO:0016757
CK_00042045,GO:0006508|GO:0007154|GO:0008236|GO:0016020
CK_00042060,GO:0005515
CK_00042110,GO:0009058
CK_00042130,GO:0016829
CK_00042257,GO:0005515
CK_00042262,GO:0008757
CK_00042269,GO:0003700|GO:0006355
CK_00042275,GO:0005247|GO:0006821|GO:0016020|GO:0055085
CK_00042280,GO:0003677|GO:0006310|GO:0015074
CK_00042281,GO:0005509
CK_00042292,GO:0008757
CK_00042301,GO:0008757
CK_00042303,GO:0016491
CK_00042320,GO:0005515
CK_00042326,GO:0016757
CK_00042368,GO:0005509
CK_00042375,GO:0004072|GO:0008652
CK_00042377,GO:0000155|GO:0007165
CK_00042385,GO:0005507|GO:0009055
CK_00042389,GO:0006355
CK_00042392,GO:0019867
CK_00042395,GO:0003677
CK_00042425,GO:0016746
CK_00042429,GO:0005509
CK_00042437,GO:0008519|GO:0016020|GO:0072488
CK_00042438,GO:0006793|GO:0008976
CK_00042486,GO:0016740
CK_00042533,GO:0003677|GO:0004803|GO:0006313
CK_00042551,GO:0043190
CK_00042572,GO:0071771
CK_00042584,GO:0008757
CK_00042674,GO:0003677
CK_00042677,GO:0009058
CK_00042679,GO:0005515
CK_00042684,GO:0016757
CK_00042701,GO:0005524|GO:0016887
CK_00042774,GO:0016817
CK_00042779,GO:0005886|GO:0022857
CK_00042830,GO:0046872
CK_00042835,GO:0000166
CK_00042839,GO:0003755
CK_00042843,GO:0000156|GO:0000160|GO:0005515|GO:0005737|GO:0006935|GO:0008757|GO:0008984
CK_00042867,GO:0005247|GO:0006821|GO:0016020|GO:0055085
CK_00042914,GO:0005576|GO:0015267
CK_00042925,GO:0003677|GO:0004803|GO:0006313
CK_00042927,GO:0003743|GO:0006413
CK_00042928,GO:0004252|GO:0006508|GO:0008236
CK_00042938,GO:0000271|GO:0016020
CK_00042954,GO:0005509|GO:0007154|GO:0016020
CK_00043002,GO:0000160|GO:0003677
CK_00043007,GO:0008757
CK_00043032,GO:0005975
CK_00043036,GO:0016757
CK_00043050,GO:0003824
CK_00043065,GO:0016747
CK_00043081,GO:0005509
CK_00043141,GO:0008745|GO:0009253
CK_00043174,GO:0005267|GO:0015252
CK_00043189,GO:0003677|GO:0004803|GO:0006313
CK_00043197,GO:0016829
CK_00043246,GO:0003677|GO:0006310|GO:0015074
CK_00043264,GO:0005509
CK_00043266,GO:0008168
CK_00043301,GO:0051537
CK_00043308,GO:0005515|GO:0006355
CK_00043326,GO:0008757
CK_00043338,GO:0000272|GO:0004553
CK_00043359,GO:0008757
CK_00043363,GO:0008146|GO:0016020
CK_00043379,GO:0003723
CK_00043415,GO:0003700|GO:0006355
CK_00043421,GO:0015074
CK_00043443,GO:0006355|GO:0043856
CK_00043447,GO:0005524|GO:0016887
CK_00043483,GO:0005524
CK_00043494,GO:0008757
CK_00043505,GO:0015562|GO:0055085
CK_00043519,GO:0005524|GO:0016301
CK_00043520,GO:0005515
CK_00043534,GO:0003729
CK_00043542,GO:0008757
CK_00043545,GO:0005509
CK_00043555,GO:0003676|GO:0004518
CK_00043559,GO:0005509|GO:0007156|GO:0016020
CK_00043604,GO:0016020
CK_00043623,GO:0016020|GO:0047355
CK_00043639,GO:0003677|GO:0003899|GO:0006351
CK_00043657,GO:0016757
CK_00043682,GO:0016788
CK_00043703,GO:0051536|GO:0051537
CK_00043707,GO:0005524|GO:0046872
CK_00043742,GO:0006629|GO:0008374
CK_00043779,GO:0005515
CK_00043785,GO:0022857|GO:0055085
CK_00043786,GO:0003978|GO:0006012
CK_00043791,GO:0003677|GO:0006310|GO:0015074
CK_00043794,GO:0003824
CK_00043819,GO:0016020
CK_00043821,GO:0035435|GO:0042301|GO:0043190
CK_00043827,GO:0005509
CK_00043833,GO:0003676|GO:0003678|GO:0004386|GO:0005524|GO:0006260|GO:0006281|GO:0006310|GO:0009432|GO:0043138
CK_00043836,GO:0009691|GO:0016787
CK_00043837,GO:0071949
CK_00043873,GO:0004181|GO:0006508
CK_00043875,GO:0005509|GO:0007154|GO:0016020
CK_00043901,GO:0004066|GO:0006529
CK_00043964,GO:0003911
CK_00043992,GO:0005509|GO:0007156|GO:0016020
CK_00044017,GO:0016020|GO:0016780
CK_00044045,GO:0005524|GO:0016020|GO:0016887|GO:0055085|GO:0140359
CK_00044056,GO:0005509
CK_00044079,GO:0004672|GO:0006468
CK_00044085,GO:0003824|GO:0051536
CK_00044103,GO:0016757
CK_00044129,GO:0007165|GO:0016020
CK_00044132,GO:0019867
CK_00044134,GO:0005509|GO:0046872
CK_00044139,GO:0016757
CK_00044160,GO:0006486|GO:0008417|GO:0016020
CK_00044167,GO:0016757
CK_00044171,GO:0007160
CK_00044222,GO:0016020|GO:0022857|GO:0055085
CK_00044224,GO:0003824|GO:0046872|GO:0051536|GO:0051539
CK_00044227,GO:0005515
CK_00044232,GO:0003677|GO:0003905|GO:0006284
CK_00044247,GO:0008146
CK_00044277,GO:0005509|GO:0007156|GO:0016020
CK_00044281,GO:0000150|GO:0003677|GO:0006310
CK_00044308,GO:0016491
CK_00044315,GO:0003677|GO:0006355
CK_00044316,GO:0016624
CK_00044319,GO:0016616|GO:0051287
CK_00044352,GO:0016020|GO:0016780
CK_00044379,GO:0016747
CK_00044480,GO:0005509
CK_00044487,GO:0005283|GO:0006814|GO:0006865|GO:0016020
CK_00044490,GO:0005509
